Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes
Minnie Mouse - Sweetheart Princess,3,B-,9,Frank Karsten,
Daisy Duck - Secret Agent,4,B-,9,Frank Karsten,
Daisy Duck - Musketeer Spy,4,B-,9,Frank Karsten,
Anna - True‐Hearted,4,B-,9,Frank Karsten,
Bruno Madrigal - Undetected Uncle,4,B-,9,Frank Karsten,
Camilo Madrigal - Prankster,4,B-,9,Frank Karsten,
Luisa Madrigal - Magically Strong One,3,B-,9,Frank Karsten,
Elsa - Gloves Off,4,B-,9,Frank Karsten,
Louie - Chill Nephew,4,B-,9,Frank Karsten,
Kuzco - Temperamental Emperor,3,B-,9,Frank Karsten,
Mulan - Considerate Diplomat,3,B-,9,Frank Karsten,
Beast - Gracious Prince,3,B-,9,Frank Karsten,
Max Goof - Chart Topper,3,B-,9,Frank Karsten,
Improvise,4,B-,9,Frank Karsten,
Fire the Cannons!,3,B-,9,Frank Karsten,
Beast's Mirror,4,B-,9,Frank Karsten,
The Queen - Regal Monarch,4,C+,9,Frank Karsten,
Sergeant Tibbs - Courageous Cat,4,C+,9,Frank Karsten,
Flounder - Voice of Reason,4,C+,9,Frank Karsten,
Rapunzel - Sunshine,4,C+,9,Frank Karsten,
Stitch - Alien Dancer,4,C+,9,Frank Karsten,
Powerline - Taking the Stage,2,C+,9,Frank Karsten,
Mickey Mouse - Standard Bearer,4,C+,9,Frank Karsten,
Megara - Pulling the Strings,4,C+,9,Frank Karsten,
LeFou - Instigator,4,C+,9,Frank Karsten,
Aurora - Regal Princess,4,C+,9,Frank Karsten,
Anna - Braving the Storm,4,C+,9,Frank Karsten,
Huey - Savvy Nephew,4,C+,9,Frank Karsten,
Queen of Hearts - Impulsive Ruler,4,C+,9,Frank Karsten,
Mulan - Free Spirit,4,C+,9,Frank Karsten,
Dewey - Showy Nephew,4,C+,9,Frank Karsten,
HeiHei - Bumbling Rooster,4,C+,9,Frank Karsten,
Winnie the Pooh - Having a Think,4,C+,9,Frank Karsten,
Max Goof - Rockin' Teen,2,C+,9,Frank Karsten,
Tinker Bell - Tiny Tactician,4,C+,9,Frank Karsten,
Prince Naveen - Penniless Royal,4,C+,9,Frank Karsten,
Cruella De Vil - Style Icon,2,C+,9,Frank Karsten,
Mickey Mouse - True Friend,4,C+,9,Frank Karsten,
Benja - Guardian of the Dragon Gem,4,C+,9,Frank Karsten,
Tinker Bell - Generous Fairy,2,C+,9,Frank Karsten,
Moana - Of Motunui,4,C+,9,Frank Karsten,
Ursula - Voice Stealer,2,C+,9,Frank Karsten,
Aurora - Dreaming Guardian,4,C+,9,Frank Karsten,
Powerline - World's Greatest Rock Star,2,C+,9,Frank Karsten,
Maui - Whale,4,C+,9,Frank Karsten,
Develop Your Brain,4,C+,9,Frank Karsten,
Be Our Guest,4,C+,9,Frank Karsten,
Dig a Little Deeper,2,C+,9,Frank Karsten,
Second Star to the Right,2,C+,9,Frank Karsten,
Lantern,2,C+,9,Frank Karsten,
The Magic Feather,2,C+,9,Frank Karsten,
Hidden Cove - Tranquil Haven,4,C+,9,Frank Karsten,
Motunui - Island Paradise,4,C+,9,Frank Karsten,
Olaf - Friendly Snowman,3,C,9,Frank Karsten,
Bobby Zimuruski - Spray Cheese Kid,1,C,9,Frank Karsten,
Mulan - Injured Soldier,3,C,9,Frank Karsten,
Tiana - Diligent Waitress,3,C,9,Frank Karsten,
Robin Hood - Capable Fighter,1,C,9,Frank Karsten,
Ursula - Vanessa,3,C,9,Frank Karsten,
Timothy Q. Mouse - Flight Instructor,1,C,9,Frank Karsten,
Ursula - Deceiver,3,C,9,Frank Karsten,
Gaston - Arrogant Hunter,3,C,9,Frank Karsten,
Nala - Undaunted Lioness,1,C,9,Frank Karsten,
Little John - Sir Reginald,1,C,9,Frank Karsten,
Queen of Hearts - Wonderland Empress,3,C,9,Frank Karsten,
Ursula - Sea Witch,1,C,9,Frank Karsten,
Sisu - Daring Visitor,1,C,9,Frank Karsten,
Hans - Noble Scoundrel,3,C,9,Frank Karsten,
John Silver - Greedy Treasure Seeker,3,C,9,Frank Karsten,
Ariel - Determined Mermaid,3,C,9,Frank Karsten,
Cinderella - Gentle and Kind,3,C,9,Frank Karsten,
Jafar - Keeper of Secrets,3,C,9,Frank Karsten,
Donald Duck - Perfect Gentleman,3,C,9,Frank Karsten,
P.J. Pete - Caught Up in the Music,1,C,9,Frank Karsten,
Alice - Accidentally Adrift,1,C,9,Frank Karsten,
Rapunzel - Letting Down Her Hair,1,C,9,Frank Karsten,
Grand Pabbie - Oldest and Wisest,1,C,9,Frank Karsten,
Elsa - Spirit of Winter,1,C,9,Frank Karsten,
One Jump Ahead,1,C,9,Frank Karsten,
Stand Out,1,C,9,Frank Karsten,
Heal What Has Been Hurt,3,C,9,Frank Karsten,
Be King Undisputed,1,C,9,Frank Karsten,
Four Dozen Eggs,3,C,9,Frank Karsten,
Lost in the Woods,3,C,9,Frank Karsten,
A Pirate's Life,3,C,9,Frank Karsten,
Circle of Life,1,C,9,Frank Karsten,
Under the Sea,1,C,9,Frank Karsten,
The Mob Song,1,C,9,Frank Karsten,
Magic Mirror,1,C,9,Frank Karsten,
Family Fishing Pole,1,C,9,Frank Karsten,
Aurora - Holding Court,0,C-,9,Frank Karsten,
Goofy - Set for Adventure,0,C-,9,Frank Karsten,
Simba - Scrappy Cub,0,C-,9,Frank Karsten,
Jafar - Lamp Thief,2,C-,9,Frank Karsten,
Max Goof - Rebellious Teen,0,C-,9,Frank Karsten,
Mama Odie - Mystical Maven,0,C-,9,Frank Karsten,
Belle - Inventive Engineer,2,C-,9,Frank Karsten,
Judy Hopps - Optimistic Officer,2,C-,9,Frank Karsten,
Ariel - Singing Mermaid,2,C-,9,Frank Karsten,
Prince Phillip - Warden of the Woods,0,C-,9,Frank Karsten,
Shenzi - Hyena Pack Leader,2,C-,9,Frank Karsten,
The Queen - Mirror Seeker,2,C-,9,Frank Karsten,
Captain Hook - Captain of the Jolly Roger,0,C-,9,Frank Karsten,
Maleficent - Monstrous Dragon,2,C-,9,Frank Karsten,
Sudden Chill,2,C-,9,Frank Karsten,
One Last Hope,0,C-,9,Frank Karsten,
Mother Knows Best,0,C-,9,Frank Karsten,
Last‐Ditch Effort,0,C-,9,Frank Karsten,
I2I,0,C-,9,Frank Karsten,
Rose Lantern,2,C-,9,Frank Karsten,
Coconut Basket,2,C-,9,Frank Karsten,
Agrabah - Marketplace,2,C-,9,Frank Karsten,
Pluto - Friendly Pooch,0,D-,9,Frank Karsten,
Jasmine - Heir of Agrabah,0,D-,9,Frank Karsten,
Aladdin - Prince Ali,0,D-,9,Frank Karsten,
Aurora - Tranquil Princess,0,D-,9,Frank Karsten,
Donald Duck - Sleepwalker,0,D-,9,Frank Karsten,
Raya - Headstrong,0,D-,9,Frank Karsten,
Mickey Mouse - Trumpeter,0,D-,9,Frank Karsten,
Prince Phillip - Vanquisher of Foes,0,D-,9,Frank Karsten,
I'm Stuck!,0,D-,9,Frank Karsten,
Poor Unfortunate Souls,0,D-,9,Frank Karsten,
You Can Fly!,0,D-,9,Frank Karsten,
Bruno's Return,0,D-,9,Frank Karsten,
Make the Potion,0,D-,9,Frank Karsten,
"I Find 'Em, I Flatten 'Em",0,D-,9,Frank Karsten,
Signed Contract,0,D-,9,Frank Karsten,
Ursula's Shell Necklace,0,D-,9,Frank Karsten,
Aurelian Gyrosensor,0,D-,9,Frank Karsten,
White Rabbit's Pocket Watch,0,D-,9,Frank Karsten,
Dinner Bell,0,D-,9,Frank Karsten,
Heart of Te Fiti,0,D-,9,Frank Karsten,
Casa Madrigal - Casita,0,D-,9,Frank Karsten,
Atlantica - Concert Hall,0,D-,9,Frank Karsten,
Maui's Place of Exile - Hidden Island,0,D-,9,Frank Karsten,
Cheshire Cat - Inexplicable,,A,10,Frank Karsten,
Hades - Looking for a Deal,,A,10,Frank Karsten,
Ursula - Whisper of Vanessa,,A,10,Frank Karsten,
Scar - Eerily Prepared,,A,10,Frank Karsten,
Demona - Scourge of the Wyvern Clan,,A,10,Frank Karsten,
Shere Khan - Fearsome Tiger,,A,10,Frank Karsten,
David Xanatos - Charismatic Leader,,A,10,Frank Karsten,
Baloo - Friend and Guardian,,A,10,Frank Karsten,
Goliath - Clan Leader,,A,10,Frank Karsten,
Violet Sabrewing - Senior Junior Woodchuck,,B+,10,Frank Karsten,
Rapunzel - Ready for Adventure,,B+,10,Frank Karsten,
Peter Pan - High Flyer,,B+,10,Frank Karsten,
Lexington - Small in Stature,,B+,10,Frank Karsten,
Fairy Godmother - Magical Benefactor,,B+,10,Frank Karsten,
Mayor Winddancer - Actor‐Turned‐Politician,,B+,10,Frank Karsten,
Hercules - Mighty Leader,,B+,10,Frank Karsten,
Gwythaint - Savage Hunter,,B+,10,Frank Karsten,
Penumbra - Moon Alien,,B+,10,Frank Karsten,
Nick Wilde - Persistent Investigator,,B+,10,Frank Karsten,
Judy Hopps - Lead Detective,,B+,10,Frank Karsten,
Little John - Impermanent Outlaw,,B+,10,Frank Karsten,
He Hurled His Thunderbolt,,B+,10,Frank Karsten,
Sudden Scare,,B+,10,Frank Karsten,
Dragon Fire,,B+,10,Frank Karsten,
Tinker Bell - Fancy Footwork,,B,10,Frank Karsten,
Eilonwy - Princess of Llyr,,B,10,Frank Karsten,
Flynn Rider - Spectral Scoundrel,,B,10,Frank Karsten,
Shere Khan - Keen‐Eyed Hunter,,B,10,Frank Karsten,
Black Heron - Real Bad Egg,,B,10,Frank Karsten,
Megara - Secret Keeper,,B,10,Frank Karsten,
Francine - Eyeing the Evidence,,B,10,Frank Karsten,
Bagheera - Cautious Explorer,,B,10,Frank Karsten,
Demona - Betrayer of the Clan,,B,10,Frank Karsten,
Goliath - Guardian of Castle Wyvern,,B,10,Frank Karsten,
Nibs - Lost Boy,,B,10,Frank Karsten,
Rajah - Devoted Protector,,B,10,Frank Karsten,
Broadway - Sturdy and Strong,,B,10,Frank Karsten,
Cauldron Born - Mindless Horde,,B,10,Frank Karsten,
Hook Hand - Unexpectedly Friendly,,B,10,Frank Karsten,
Rapunzel - Creative Captor,,B,10,Frank Karsten,
Genie - Investigative Mind,,B,10,Frank Karsten,
Taran - Pig Keeper,,B,10,Frank Karsten,
Headless Manhorse - Manny,,B,10,Frank Karsten,
Creeper - Loyal Lackey,,B,10,Frank Karsten,
Rama - Vigilant Father,,B,10,Frank Karsten,
Hans - Brazen Manipulator,,B,10,Frank Karsten,
Daisy Duck - Paranormal Investigator,,B,10,Frank Karsten,
Mother Gothel - Underhanded Schemer,,B-,10,Frank Karsten,
Iago - Stompin' Mad,,B-,10,Frank Karsten,
Merlin - Completing His Research,,B-,10,Frank Karsten,
Scrooge McDuck - S.H.U.S.H. Agent,,B-,10,Frank Karsten,
Diablo - Watchful Raven,,B-,10,Frank Karsten,
Brooklyn - Second in Command,,B-,10,Frank Karsten,
Daisy Duck - Ghost Finder,,B-,10,Frank Karsten,
Cri‐Kee - Good Luck Charm,,B-,10,Frank Karsten,
Inspector Tezuka - Resolute Officer,,B-,10,Frank Karsten,
Flash - Records Specialist,,B-,10,Frank Karsten,
Elsa - Exploring the Unknown,,B-,10,Frank Karsten,
Flotsam - Slippery as an Eel,,B-,10,Frank Karsten,
Hermes - Harried Messenger,,B-,10,Frank Karsten,
Kristoff - Mining the Ruins,,B-,10,Frank Karsten,
Mickey Mouse - Detective,,B-,10,Frank Karsten,
Goofy - Ghost Hunter,,B-,10,Frank Karsten,
Mushu - Braggin' Dragon,,B-,10,Frank Karsten,
Bellwether - Master Manipulator,,B-,10,Frank Karsten,
Anna - Making Snow Plans,,B-,10,Frank Karsten,
Robin Hood - Ephemeral Archer,,B-,10,Frank Karsten,
The Headless Horseman - Terror of Sleepy Hollow,,B-,10,Frank Karsten,
Pluto - Steel Champion,,B-,10,Frank Karsten,
Scrooge McDuck - Cavern Prospector,,B-,10,Frank Karsten,
Clawhauser - Donut Detective,,B-,10,Frank Karsten,
Kaa - Secretive Snake,,B-,10,Frank Karsten,
Prince Charming - Protector of the Realm,,B-,10,Frank Karsten,
Della's Moon Lullaby,,B-,10,Frank Karsten,
Junior Woodchuck Guidebook,,B-,10,Frank Karsten,
The Horseman Strikes!,,B-,10,Frank Karsten,
"Malicious, Mean, and Scary",,B-,10,Frank Karsten,
Can't Hold it Back Anymore,,B-,10,Frank Karsten,
Olaf - Helping Hand,,C+,10,Frank Karsten,
Gaston - Frightful Bully,,C+,10,Frank Karsten,
Gurgi - Apple Lover,,C+,10,Frank Karsten,
Baloo - Laid‐Back Bear,,C+,10,Frank Karsten,
Ichabod Crane - Scared Out of His Mind,,C+,10,Frank Karsten,
Hudson - Determined Reader,,C+,10,Frank Karsten,
Minnie Mouse - Ghost Hunter,,C+,10,Frank Karsten,
Magica De Spell - Shadowy and Sinister,,C+,10,Frank Karsten,
Goldie O'Gilt - Cunning Prospector,,C+,10,Frank Karsten,
Akela - Forest Runner,,C+,10,Frank Karsten,
Bronx - Ferocious Beast,,C+,10,Frank Karsten,
Mulan - Standing Her Ground,,C+,10,Frank Karsten,
Aladdin - Barreling Through,,C+,10,Frank Karsten,
David Xanatos - Steel Clan Leader,,C+,10,Frank Karsten,
Zeus - Missing His Spark,,C+,10,Frank Karsten,
Mrs. Beakley - Former S.H.U.S.H. Agent,,C+,10,Frank Karsten,
Judy Hopps - Uncovering Clues,,C+,10,Frank Karsten,
Minnie Mouse - Amethyst Champion,,C+,10,Frank Karsten,
The Horned King - Wicked Ruler,,C+,10,Frank Karsten,
Donald Duck - Ghost Hunter,,C+,10,Frank Karsten,
Webby Vanderquack - Junior Prospector,,C+,10,Frank Karsten,
Katrina Van Tassel - Rosy‐Cheeked Lass,,C+,10,Frank Karsten,
Ichabod Crane - Bookish Schoolmaster,,C+,10,Frank Karsten,
Cinderella - Dream Come True,,C+,10,Frank Karsten,
Chief Bogo - Calling the Shots,,C+,10,Frank Karsten,
Baloo - Carefree Bear,,C+,10,Frank Karsten,
The Headless Horseman - Relentless Spirit,,C+,10,Frank Karsten,
Magica De Spell - Spiteful Sorceress,,C+,10,Frank Karsten,
Scuttle - Birdbrained,,C+,10,Frank Karsten,
Daisy Duck - Sapphire Champion,,C+,10,Frank Karsten,
Simba - King in the Making,,C+,10,Frank Karsten,
Castle Wyvern - Above the Clouds,,C+,10,Frank Karsten,
The Great Illuminary - Abandoned Laboratory,,C+,10,Frank Karsten,
Higgins - Undercover Officer,,C,10,Frank Karsten,
The Horned King - Heartless Devil,,C,10,Frank Karsten,
Nick Wilde - Sly Fox Sleuth,,C,10,Frank Karsten,
Mowgli - Man Cub,,C,10,Frank Karsten,
Ares - God of War,,C,10,Frank Karsten,
Beast - Aggressive Lord,,C,10,Frank Karsten,
Scrooge McDuck - On the Right Track,,C,10,Frank Karsten,
Li Shang - Seasoned Strategist,,C,10,Frank Karsten,
Ariel - Ethereal Voice,,C,10,Frank Karsten,
Della Duck - Returning Mother,,C,10,Frank Karsten,
Flintheart Glomgold - Scheming Billionaire,,C,10,Frank Karsten,
Launchpad - Exceptional Pilot,,C,10,Frank Karsten,
Donald Duck - Ruby Champion,,C,10,Frank Karsten,
Brom Bones - Burly Bully,,C,10,Frank Karsten,
Jasmine - Soothing Princess,,C,10,Frank Karsten,
Goofy - Emerald Champion,,C,10,Frank Karsten,
Tinker Bell - Temperamental Fairy,,C,10,Frank Karsten,
Lady Tremaine - Sinister Socialite,,C,10,Frank Karsten,
Vladimir - Ceramic Unicorn Fan,,C,10,Frank Karsten,
Jetsam - Opportunistic Eel,,C,10,Frank Karsten,
Chef Louis - In Over His Head,,C,10,Frank Karsten,
Goofy - Galumphing Gumshoe,,C,10,Frank Karsten,
But I'm Much Faster,,C,10,Frank Karsten,
Chomp!,,C,10,Frank Karsten,
Detective's Badge,,C,10,Frank Karsten,
The Robot Queen,,C,10,Frank Karsten,
So Be It!,,C,10,Frank Karsten,
Inkrunner,,C,10,Frank Karsten,
Putting It All Together,,C,10,Frank Karsten,
Fragile as a Flower,,C,10,Frank Karsten,
Ingenious Device,,C,10,Frank Karsten,
Big Nose - Lovesick Poet,,C-,10,Frank Karsten,
Webby Vanderquack - Mystery Enthusiast,,C-,10,Frank Karsten,
Finnick - Tiny Terror,,C-,10,Frank Karsten,
The Sultan - Playful Monarch,,C-,10,Frank Karsten,
Emily Quackfaster - Level‐Headed Librarian,,C-,10,Frank Karsten,
Raksha - Fearless Mother,,C-,10,Frank Karsten,
Zootopia - Police Headquarters,,C-,10,Frank Karsten,
Sebastian - Loyal Crab,,C-,10,Frank Karsten,
White Agony Plains - Golden Lagoon,,C-,10,Frank Karsten,
Hen Wen - Prophetic Pig,,C-,10,Frank Karsten,
Pluto - Clever Cluefinder,,C-,10,Frank Karsten,
Webby Vanderquack - Knowledge Seeker,,C-,10,Frank Karsten,
Shanti - Village Girl,,C-,10,Frank Karsten,
Kaa - Suspicious Serpent,,C-,10,Frank Karsten,
Duckworth - Ghost Butler,,C-,10,Frank Karsten,
Elisa Maza - Intrepid Investigator,,C-,10,Frank Karsten,
Judy Hopps - On the Case,,C-,10,Frank Karsten,
Fergus McDuck - Scrooge's Father,,C-,10,Frank Karsten,
Basil - Tenacious Mouse,,C-,10,Frank Karsten,
Mickey Mouse - Amber Champion,,C-,10,Frank Karsten,
Lena Sabrewing - Mysterious Duck,,C-,10,Frank Karsten,
The Bitterwood - Underground Forest,,C-,10,Frank Karsten,
Coldstone - Reincarnated Cyborg,,C-,10,Frank Karsten,
The Twins - Lost Boys,,C-,10,Frank Karsten,
Magica De Spell - Conniving Sorceress,,C-,10,Frank Karsten,
Shere Khan - Fierce and Furious,,C-,10,Frank Karsten,
Mushu's Rocket,,C-,10,Frank Karsten,
The Sword of Hercules,,C-,10,Frank Karsten,
Recovered Page,,C-,10,Frank Karsten,
Performance Review,,C-,10,Frank Karsten,
Castle of the Horned King - Bastion of Evil,,D-,10,Frank Karsten,
Munchings and Crunchings,,D-,10,Frank Karsten,
The Horned King - Triumphant Ghoul,,D-,10,Frank Karsten,
Duckburg - Funso's Funzone,,D-,10,Frank Karsten,
Nana - Canine Caregiver,,D-,10,Frank Karsten,
Sleepy Hollow - The Bridge,,D-,10,Frank Karsten,
Illuminary Tunnels - Linked Caverns,,D-,10,Frank Karsten,
Gazelle - Ballad Singer,,D-,10,Frank Karsten,
The Headless Horseman - Cursed Rider,,D-,10,Frank Karsten,
Ink Amplifier,,D-,10,Frank Karsten,
Search for Clues,,D-,10,Frank Karsten,
Ghostly Tale,,D-,10,Frank Karsten,
Might Solve a Mystery,,D-,10,Frank Karsten,
Trust In Me,,D-,10,Frank Karsten,
Spooky Sight,,D-,10,Frank Karsten,
Swooping Strike,,D-,10,Frank Karsten,
Get to Safety!,,D-,10,Frank Karsten,
Hen Wen's Visions,,D-,10,Frank Karsten,
Enigmatic Inkcaster,,D-,10,Frank Karsten,
Blessed Bagpipes,,D-,10,Frank Karsten,
"Next Stop, Olympus",,D-,10,Frank Karsten,
Promising Lead,,D-,10,Frank Karsten,
Fairy Godmother's Wand,,D-,10,Frank Karsten,
The Game's Afoot!,,D-,10,Frank Karsten,
Or Rewrite History!,,D-,10,Frank Karsten,
Webby's Diary,,D-,10,Frank Karsten,
The Black Cauldron,,D-,10,Frank Karsten,
Begone!,,D-,10,Frank Karsten,
Grimorum Arcanorum,,D-,10,Frank Karsten,
Potion of Malice,,D-,10,Frank Karsten,
Inscrutable Map,,D-,10,Frank Karsten,
Time to Go!,,D-,10,Frank Karsten,
