Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes
Rapunzel - Gifted with Healing,5,A,1,Frank Karsten,
Tinker Bell - Giant Fairy,5,A,1,Frank Karsten,
Kuzco - Temperamental Emperor,5,A,1,Frank Karsten,
Maui - Hero to All,5,A,1,Frank Karsten,
Grab Your Sword,5,A,1,Frank Karsten,
Genie - On the Job,5,A,1,Frank Karsten,
The Queen - Wicked and Vain,5,A,1,Frank Karsten,
Scar - Mastermind,5,A,1,Frank Karsten,
Hades - Infernal Schemer,5,A,1,Frank Karsten,
Maximus - Palace Horse,5,A,1,Frank Karsten,
Dr. Facilier - Agent Provocateur,5,A,1,Frank Karsten,
John Silver - Alien Pirate,5,A,1,Frank Karsten,
Stitch - Carefree Surfer,5,A,1,Frank Karsten,
Marshmallow - Persistent Guardian,5,A,1,Frank Karsten,
Maleficent - Uninvited,5,A,1,Frank Karsten,
Te Ka - Heartless,5,A,1,Frank Karsten,
Mad Hatter - Gracious Host,5,B+,1,Frank Karsten,
Jasmine - Queen of Agrabah,5,B+,1,Frank Karsten,
Be Prepared,4,B+,1,Frank Karsten,
Maximus - Relentless Pursuer,5,B+,1,Frank Karsten,
Simba - Protective Cub,5,B+,1,Frank Karsten,
Elsa - Spirit of Winter,4,B+,1,Frank Karsten,
Elsa - Snow Queen,5,B+,1,Frank Karsten,
Let It Go,5,B+,1,Frank Karsten,
Flynn Rider - Charming Rogue,5,B+,1,Frank Karsten,
Stitch - Rock Star,5,B+,1,Frank Karsten,
Tinker Bell - Most Helpful,5,B+,1,Frank Karsten,
Hades - Lord of the Underworld,4,B+,1,Frank Karsten,
Dragon Fire,4,B+,1,Frank Karsten,
Hans - Thirteenth in Line,5,B+,1,Frank Karsten,
Aladdin - Heroic Outlaw,5,B+,1,Frank Karsten,
Goofy - Daredevil,5,B+,1,Frank Karsten,
Mufasa - King of the Pride Lands,5,B+,1,Frank Karsten,
Stitch - Abomination,5,B+,1,Frank Karsten,
Friends On The Other Side,5,B+,1,Frank Karsten,
Tigger - Wonderful Thing,5,B+,1,Frank Karsten,
Pongo - Ol' Rascal,5,B,1,Frank Karsten,
Mulan - Imperial Soldier,5,B,1,Frank Karsten,
Goofy - Musketeer,5,B,1,Frank Karsten,
Cerberus - Three-Headed Dog,5,B,1,Frank Karsten,
Robin Hood - Unrivaled Archer,5,B,1,Frank Karsten,
Mother Gothel - Selfish Manipulator,5,B,1,Frank Karsten,
Mickey Mouse - Detective,4,B,1,Frank Karsten,
Chief Tui - Respected Leader,5,B,1,Frank Karsten,
Hercules - True Hero,5,B,1,Frank Karsten,
Maleficent - Sorceress,5,B,1,Frank Karsten,
Mickey Mouse - Brave Little Tailor,5,B,1,Frank Karsten,
Beast - Wolfsbane,4,B,1,Frank Karsten,
Smash,5,B,1,Frank Karsten,
Captain - Colonel's Lieutenant,5,B,1,Frank Karsten,
Kronk - Right-Hand Man,5,B,1,Frank Karsten,
Sven - Official Ice Deliverer,5,B,1,Frank Karsten,
The Wardrobe - Belle's Confidant,5,B,1,Frank Karsten,
Mickey Mouse - Steamboat Pilot,5,B,1,Frank Karsten,
Rafiki - Mysterious Sage,4,B,1,Frank Karsten,
Philoctetes - Trainer of Heroes,5,B,1,Frank Karsten,
Jumba Jookiba - Renegade Scientist,5,B,1,Frank Karsten,
Captain Hook - Forceful Duelist,5,B,1,Frank Karsten,
Tinker Bell - Peter Pan's Ally,4,B,1,Frank Karsten,
Aurora - Briar Rose,5,B,1,Frank Karsten,
One Jump Ahead,3,B-,1,Frank Karsten,
Jasper - Common Crook,4,B-,1,Frank Karsten,
Triton - The Sea King,4,B-,1,Frank Karsten,
Gramma Tala - Storyteller,4,B-,1,Frank Karsten,
Fire The Cannons!,3,B-,1,Frank Karsten,
Maleficent - Monstrous Dragon,4,B-,1,Frank Karsten,
Beast - Hardheaded,4,B-,1,Frank Karsten,
Pascal - Rapunzel's Companion,4,B-,1,Frank Karsten,
Lantern,3,B-,1,Frank Karsten,
Beast's Mirror,4,B-,1,Frank Karsten,
Aurora - Dreaming Guardian,4,B-,1,Frank Karsten,
Hans - Scheming Prince,4,B-,1,Frank Karsten,
Tinker Bell - Tiny Tactician,4,B-,1,Frank Karsten,
Ursula - Power Hungry,3,B-,1,Frank Karsten,
Peter Pan - Never Landing,4,B-,1,Frank Karsten,
Jetsam - Ursula's Spy,4,B-,1,Frank Karsten,
Merlin - Self-Appointed Mentor,4,B-,1,Frank Karsten,
Lefou - Instigator,4,B-,1,Frank Karsten,
Stitch - New Dog,4,B-,1,Frank Karsten,
Belle - Strange but Special,4,B-,1,Frank Karsten,
Archimedes - Highly Educated Owl,4,C+,1,Frank Karsten,
Flounder - Voice of Reason,4,C+,1,Frank Karsten,
Goons - Maleficent's Underlings,4,C+,1,Frank Karsten,
Sergeant Tibbs - Courageous Cat,4,C+,1,Frank Karsten,
Duke of Weselton - Opportunistic Official,4,C+,1,Frank Karsten,
Prince Eric - Dashing and Brave,4,C+,1,Frank Karsten,
Donald Duck - Musketeer,4,C+,1,Frank Karsten,
Heihei - Boat Snack,4,C+,1,Frank Karsten,
You Have Forgotten Me,4,C+,1,Frank Karsten,
Elsa - Queen Regent,4,C+,1,Frank Karsten,
Genie - The Ever Impressive,4,C+,1,Frank Karsten,
Donald Duck - Boisterous Fowl,4,C+,1,Frank Karsten,
Minnie Mouse - Beloved Princess,4,C+,1,Frank Karsten,
Jasmine - Disguised,4,C+,1,Frank Karsten,
Mickey Mouse - True Friend,4,C+,1,Frank Karsten,
Kristoff - Official Ice Master,4,C+,1,Frank Karsten,
Jafar - Wicked Sorcerer,4,C+,1,Frank Karsten,
Be Our Guest,4,C+,1,Frank Karsten,
Cruella de Vil - Miserable as Usual,4,C+,1,Frank Karsten,
Simba - Rightful Heir,2,C+,1,Frank Karsten,
Jafar - Keeper of Secrets,4,C+,1,Frank Karsten,
Mickey Mouse - Musketeer,4,C+,1,Frank Karsten,
Cheshire Cat - Not All There,4,C+,1,Frank Karsten,
Zeus - God of Lightning,2,C+,1,Frank Karsten,
Aurora - Regal Princess,3,C,1,Frank Karsten,
Te Ka - The Burning One,1,C,1,Frank Karsten,
Mickey Mouse - Wayward Sorcerer,3,C,1,Frank Karsten,
Mother Knows Best,1,C,1,Frank Karsten,
Magic Mirror,1,C,1,Frank Karsten,
Cinderella - Gentle and Kind,3,C,1,Frank Karsten,
Maleficent - Sinister Visitor,3,C,1,Frank Karsten,
Gaston - Arrogant Hunter,3,C,1,Frank Karsten,
Captain Hook - Captain of the Jolly Roger,1,C,1,Frank Karsten,
Simba - Future King,3,C,1,Frank Karsten,
Yzma - Alchemist,3,C,1,Frank Karsten,
Simba - Returned King,3,C,1,Frank Karsten,
Megara - Pulling the Strings,3,C,1,Frank Karsten,
Maurice - World-Famous Inventor,3,C,1,Frank Karsten,
Maui - Demigod,3,C,1,Frank Karsten,
Ariel - Spectacular Singer,3,C,1,Frank Karsten,
Rapunzel - Letting Down Her Hair,1,C,1,Frank Karsten,
Scepter of Arendelle,3,C,1,Frank Karsten,
Develop Your Brain,3,C,1,Frank Karsten,
Horace - No-Good Scoundrel,3,C,1,Frank Karsten,
Peter Pan - Fearless Fighter,1,C,1,Frank Karsten,
Prince Phillip - Dragonslayer,1,C,1,Frank Karsten,
Pumbaa - Friendly Warthog,3,C,1,Frank Karsten,
Mr. Smee - Loyal First Mate,3,C,1,Frank Karsten,
Scar - Fiery Usurper,3,C,1,Frank Karsten,
Dr. Facilier - Remarkable Gentleman,3,C,1,Frank Karsten,
Starkey - Hook's Henchman,3,C,1,Frank Karsten,
Mickey Mouse - Artful Rogue,1,C,1,Frank Karsten,
Flotsam - Ursula's Spy,1,C,1,Frank Karsten,
Ariel - On Human Legs,3,C,1,Frank Karsten,
Lilo - Making a Wish,1,C,1,Frank Karsten,
Maleficent - Biding Her Time,1,C,1,Frank Karsten,
Captain Hook - Thinking a Happy Thought,0,C-,1,Frank Karsten,
Moana - Of Motunui,2,C-,1,Frank Karsten,
Genie - Powers Unleashed,0,C-,1,Frank Karsten,
Aladdin - Cornered Swordsman,2,C-,1,Frank Karsten,
Magic Broom - Bucket Brigade,2,C-,1,Frank Karsten,
Lilo - Galactic Hero,2,C-,1,Frank Karsten,
Tamatoa - So Shiny!,2,C-,1,Frank Karsten,
Captain Hook - Ruthless Pirate,0,C-,1,Frank Karsten,
Minnie Mouse - Always Classy,2,C-,1,Frank Karsten,
Olaf - Friendly Snowman,2,C-,1,Frank Karsten,
Ursula's Cauldron,0,C-,1,Frank Karsten,
Fan the Flames,2,C-,1,Frank Karsten,
Coconut Basket,2,C-,1,Frank Karsten,
Stolen Scimitar,2,C-,1,Frank Karsten,
Dr. Facilier - Charlatan,2,C-,1,Frank Karsten,
Belle - Inventive Engineer,2,C-,1,Frank Karsten,
Iago - Loud-Mouthed Parrot,2,C-,1,Frank Karsten,
Eye of the Fates,2,C-,1,Frank Karsten,
Vicious Betrayal,2,C-,1,Frank Karsten,
Anna - Heir to Arendelle,2,C-,1,Frank Karsten,
Donald Duck - Strutting His Stuff,2,C-,1,Frank Karsten,
Abu - Mischievous Monkey,2,C-,1,Frank Karsten,
Aladdin - Street Rat,2,C-,1,Frank Karsten,
Lefou - Bumbler,2,C-,1,Frank Karsten,
Control Your Temper!,2,C-,1,Frank Karsten,
Elsa - Ice Surfer,2,C-,1,Frank Karsten,
Moana - Chosen by the Ocean,2,C-,1,Frank Karsten,
Timon - Grub Rustler,2,C-,1,Frank Karsten,
Tamatoa - Drab Little Crab,2,C-,1,Frank Karsten,
Fishbone Quill,2,C-,1,Frank Karsten,
White Rabbit's Pocket Watch,2,C-,1,Frank Karsten,
A Whole New World,0,C-,1,Frank Karsten,
Aladdin - Prince Ali,0,D,1,Frank Karsten,
Shield of Virtue,0,D,1,Frank Karsten,
Part of Your World,0,D,1,Frank Karsten,
Poisoned Apple,0,D,1,Frank Karsten,
Hakuna Matata,0,D,1,Frank Karsten,
Dinglehopper,0,D,1,Frank Karsten,
Sebastian - Court Composer,0,D,1,Frank Karsten,
Lady Tremaine - Wicked Stepmother,0,D,1,Frank Karsten,
Scar - Shameless Firebrand,0,D,1,Frank Karsten,
Gantu - Galactic Federation Captain,0,D,1,Frank Karsten,
Magic Golden Flower,0,D,1,Frank Karsten,
Plasma Blaster,0,D,1,Frank Karsten,
He's Got a Sword!,0,D,1,Frank Karsten,
Stampede,0,D,1,Frank Karsten,
Sudden Chill,0,D,1,Frank Karsten,
The Beast is Mine!,0,D,1,Frank Karsten,
Ariel - Whoseit Collector,0,D,1,Frank Karsten,
Healing Glow,0,D,1,Frank Karsten,
Hades - King of Olympus,0,D,1,Frank Karsten,
Work Together,0,D,1,Frank Karsten,
Freeze,0,F,1,Frank Karsten,
Sword of Truth,0,F,1,Frank Karsten,
Just in Time,0,F,1,Frank Karsten,
Cut to the Chase,0,F,1,Frank Karsten,
Break,0,F,1,Frank Karsten,
Frying Pan,0,F,1,Frank Karsten,
Befuddle,0,F,1,Frank Karsten,
Ransack,0,F,1,Frank Karsten,
Reflection,0,F,1,Frank Karsten,
Tangle,0,F,1,Frank Karsten,
Steal from the Rich,0,F,1,Frank Karsten,
Ursula's Shell Necklace,0,F,1,Frank Karsten,
Do It Again!,0,F,1,Frank Karsten,
Musketeer Tabard,0,F,1,Frank Karsten,
Dr. Facilier's Cards,0,F,1,Frank Karsten,
If it's not Baroque,0,F,1,Frank Karsten,
Fairy Godmother - Mystic Armorer,5,A,2,Frank Karsten,
Cogsworth - Grandfather Clock,5,A,2,Frank Karsten,
Beast - Tragic Hero,5,A,2,Frank Karsten,
Beast - Relentless,5,A,2,Frank Karsten,
The Queen - Commanding Presence,5,A,2,Frank Karsten,
Kronk - Junior Chipmunk,5,A,2,Frank Karsten,
Yzma - Scary Beyond All Reason,5,A,2,Frank Karsten,
Snow White - Well Wisher,5,A,2,Frank Karsten,
Lady Tremaine - Imperious Queen,5,A,2,Frank Karsten,
Beast - Selfless Protector,5,A,2,Frank Karsten,
Queen of Hearts - Sensing Weakness,5,B+,2,Frank Karsten,
Gaston - Intellectual Powerhouse,4,B+,2,Frank Karsten,
Alice - Growing Girl,5,B+,2,Frank Karsten,
Sisu - Divine Water Dragon,4,B+,2,Frank Karsten,
Belle - Hidden Archer,4,B+,2,Frank Karsten,
Hercules - Divine Hero,5,B+,2,Frank Karsten,
Mufasa - Betrayed Leader,5,B+,2,Frank Karsten,
Merlin - Rabbit,4,B+,2,Frank Karsten,
Pacha - Village Leader,5,B+,2,Frank Karsten,
Little John - Loyal Friend,5,B+,2,Frank Karsten,
Jafar - Dreadnought,5,B+,2,Frank Karsten,
Strength of a Raging Fire,5,B+,2,Frank Karsten,
World's Greatest Criminal Mind,5,B+,2,Frank Karsten,
Let the Storm Rage On,4,B+,2,Frank Karsten,
Cinderella - Stouthearted,5,B+,2,Frank Karsten,
Merlin - Crab,5,B+,2,Frank Karsten,
Minnie Mouse - Stylish Surfer,5,B+,2,Frank Karsten,
Lucifer - Cunning Cat,4,B+,2,Frank Karsten,
Madam Mim - Fox,5,B+,2,Frank Karsten,
Shere Khan - Menacing Predator,5,B+,2,Frank Karsten,
Dr. Facilier - Fortune Teller,5,B+,2,Frank Karsten,
HeiHei - Persistent Presence,5,B+,2,Frank Karsten,
Peter Pan's Shadow - Not Sewn On,4,B+,2,Frank Karsten,
Ray - Easygoing Firefly,5,B+,2,Frank Karsten,
Scar - Vicious Cheater,4,B,2,Frank Karsten,
Namaari - Nemesis,4,B,2,Frank Karsten,
Rabbit - Reluctant Host,5,B,2,Frank Karsten,
Flynn Rider - His Own Biggest Fan,4,B,2,Frank Karsten,
Cobra Bubbles - Just a Social Worker,5,B,2,Frank Karsten,
Madam Mim - Purple Dragon,5,B,2,Frank Karsten,
Daisy Duck - Secret Agent,5,B,2,Frank Karsten,
Winnie The Pooh - Hunny Wizard,5,B,2,Frank Karsten,
Virana - Fang Chief,5,B,2,Frank Karsten,
Card Soldiers - Full Deck,5,B,2,Frank Karsten,
Happy - Good-Natured,5,B,2,Frank Karsten,
Fairy Godmother - Pure Heart,5,B,2,Frank Karsten,
Li Shang - Archery Instructor,5,B,2,Frank Karsten,
Fairy Godmother - Here to Help,5,B,2,Frank Karsten,
Yzma - Without Beauty Sleep,5,B,2,Frank Karsten,
Donald Duck - Not Again!,5,B,2,Frank Karsten,
Queen of Hearts - Capricious Monarch,5,B,2,Frank Karsten,
Donald Duck - Deep-Sea Diver,5,B,2,Frank Karsten,
Ratigan - Criminal Mastermind,5,B,2,Frank Karsten,
Sleepy - Nodding Off,5,B,2,Frank Karsten,
King Louie - Jungle VIP,5,B,2,Frank Karsten,
Madam Mim - Snake,5,B,2,Frank Karsten,
The Prince - Never Gives Up,5,B,2,Frank Karsten,
Hypnotize,5,B,2,Frank Karsten,
Mulan - Soldier in Training,3,B-,2,Frank Karsten,
Tuk Tuk - Wrecking Ball,3,B-,2,Frank Karsten,
Lumiere - Hotheaded Candelabra,4,B-,2,Frank Karsten,
Pawpsicle,4,B-,2,Frank Karsten,
Snow White - Lost in the Forest,4,B-,2,Frank Karsten,
Ring The Bell,4,B-,2,Frank Karsten,
Painting the Roses Red,4,B-,2,Frank Karsten,
Fidget - Ratigan's Henchman,4,B-,2,Frank Karsten,
Improvise,4,B-,2,Frank Karsten,
The Queen - Regal Monarch,4,B-,2,Frank Karsten,
Charge!,4,B-,2,Frank Karsten,
Chip the Teacup - Gentle Soul,4,B-,2,Frank Karsten,
Owl - Logical Lecturer,4,B-,2,Frank Karsten,
Cruella De Vil - Perfectly Wretched,4,B-,2,Frank Karsten,
Lawrence - Jealous Manservant,4,B-,2,Frank Karsten,
Grand Pabbie - Oldest and Wisest,3,B-,2,Frank Karsten,
Cheshire Cat - From the Shadows,4,B-,2,Frank Karsten,
Raya - Leader of Heart,4,B-,2,Frank Karsten,
Beast - Forbidding Recluse,4,C+,2,Frank Karsten,
Grumpy - Bad-Tempered,4,C+,2,Frank Karsten,
Felicia - Always Hungry,4,C+,2,Frank Karsten,
Elsa - Gloves Off,4,C+,2,Frank Karsten,
Cogsworth - Talking Clock,4,C+,2,Frank Karsten,
Donald Duck - Perfect Gentleman,4,C+,2,Frank Karsten,
Hercules - Hero in Training,4,C+,2,Frank Karsten,
Boun - Precocious Entrepreneur,4,C+,2,Frank Karsten,
Pinocchio - On the Run,2,C+,2,Frank Karsten,
Rapunzel - Sunshine,4,C+,2,Frank Karsten,
Basil - Great Mouse Detective,4,C+,2,Frank Karsten,
Cruella De Vil - Fashionable Cruiser,4,C+,2,Frank Karsten,
Christopher Robin - Adventurer,4,C+,2,Frank Karsten,
Jafar - Royal Vizier,4,C+,2,Frank Karsten,
Merlin - Goat,4,C+,2,Frank Karsten,
Bashful - Hopeless Romantic,4,C+,2,Frank Karsten,
Queen of Hearts - Impulsive Ruler,4,C+,2,Frank Karsten,
Magic Broom - Industrial Model,4,C+,2,Frank Karsten,
Piglet - Very Small Animal,4,C+,2,Frank Karsten,
Blue Fairy - Rewarding Good Deeds,4,C+,2,Frank Karsten,
Panic - Underworld Imp,2,C+,2,Frank Karsten,
Minnie Mouse - Wide-Eyed Diver,4,C+,2,Frank Karsten,
Grand Duke - Advisor to the King,4,C+,2,Frank Karsten,
Rapunzel - Gifted Artist,4,C+,2,Frank Karsten,
Namaari - Morning Mist,2,C+,2,Frank Karsten,
Tiana - True Princess,4,C+,2,Frank Karsten,
Mulan - Free Spirit,4,C+,2,Frank Karsten,
Ratigan - Very Large Mouse,2,C+,2,Frank Karsten,
Doc - Leader of the Seven Dwarfs,4,C+,2,Frank Karsten,
Prince Charming - Heir to the Throne,4,C+,2,Frank Karsten,
Dr. Facilier - Savvy Opportunist,4,C+,2,Frank Karsten,
Teeth and Ambitions,4,C+,2,Frank Karsten,
Sneezy - Very Allergic,4,C+,2,Frank Karsten,
Chief Bogo - Respected Officer,1,C,2,Frank Karsten,
Enchantress - Unexpected Judge,3,C,2,Frank Karsten,
Kuzco - Wanted Llama,3,C,2,Frank Karsten,
Basil - Of Baker Street,3,C,2,Frank Karsten,
James - Role Model,1,C,2,Frank Karsten,
Mother Gothel - Withered and Wicked,3,C,2,Frank Karsten,
Eudora - Accomplished Seamstress,3,C,2,Frank Karsten,
Baloo - Fun-Loving Bear,3,C,2,Frank Karsten,
Prince Naveen - Penniless Royal,3,C,2,Frank Karsten,
Cheshire Cat - Always Grinning,3,C,2,Frank Karsten,
Caterpillar - Calm and Collected,3,C,2,Frank Karsten,
Minnie Mouse - Zipping Around,3,C,2,Frank Karsten,
Tigger - One of a Kind,3,C,2,Frank Karsten,
Basil - Perceptive Investigator,3,C,2,Frank Karsten,
Nothing to Hide,3,C,2,Frank Karsten,
Winnie The Pooh - Having a Think,3,C,2,Frank Karsten,
Nick Wilde - Wily Fox,3,C,2,Frank Karsten,
Benja - Guardian of the Dragon Gem,3,C,2,Frank Karsten,
Gumbo Pot,3,C,2,Frank Karsten,
Arthur - Trained Swordsman,3,C,2,Frank Karsten,
Robin Hood - Capable Fighter,1,C,2,Frank Karsten,
Eli La Bouff - Big Daddy,3,C,2,Frank Karsten,
Four Dozen Eggs,3,C,2,Frank Karsten,
Cinderella - Knight in Training,3,C,2,Frank Karsten,
Raya - Warrior of Kumandra,3,C,2,Frank Karsten,
Mouse Armor,1,C,2,Frank Karsten,
Go the Distance,3,C,2,Frank Karsten,
Pete - Bad Guy,3,C,2,Frank Karsten,
Flynn Rider - Confident Vagabond,3,C,2,Frank Karsten,
Tiana - Diligent Waitress,3,C,2,Frank Karsten,
Pinocchio - Star Attraction,0,C-,2,Frank Karsten,
Hiram Flaversham - Toymaker,2,C-,2,Frank Karsten,
Madam Mim - Rival of Merlin,2,C-,2,Frank Karsten,
Mickey Mouse - Friendly Face,2,C-,2,Frank Karsten,
Goofy - Knight for a Day,2,C-,2,Frank Karsten,
Legend of the Sword in the Stone,2,C-,2,Frank Karsten,
Last Cannon,2,C-,2,Frank Karsten,
Bounce,0,C-,2,Frank Karsten,
Last Stand,0,C-,2,Frank Karsten,
Judy Hopps - Optimistic Officer,2,C-,2,Frank Karsten,
Arthur - Wizard's Apprentice,0,C-,2,Frank Karsten,
Dinner Bell,0,C-,2,Frank Karsten,
The Huntsman - Reluctant Enforcer,2,C-,2,Frank Karsten,
Gaston - Baritone Bully,2,C-,2,Frank Karsten,
Merlin - Squirrel,2,C-,2,Frank Karsten,
Nana - Darling Family Pet,2,C-,2,Frank Karsten,
Bucky - Squirrel Squeak Tutor,2,C-,2,Frank Karsten,
Tiana - Celebrating Princess,0,C-,2,Frank Karsten,
Noi - Orphaned Thief,2,C-,2,Frank Karsten,
Hold Still,2,C-,2,Frank Karsten,
Jiminy Cricket - Pinocchio's Conscience,2,C-,2,Frank Karsten,
Belle - Bookworm,0,C-,2,Frank Karsten,
Pain - Underworld Imp,2,C-,2,Frank Karsten,
Dopey - Always Playful,2,C-,2,Frank Karsten,
Jasmine - Heir of Agrabah,2,C-,2,Frank Karsten,
Weight Set,2,C-,2,Frank Karsten,
Mulan - Reflecting,2,C-,2,Frank Karsten,
Pack Tactics,2,C-,2,Frank Karsten,
Duke Weaselton - Small-Time Crook,2,C-,2,Frank Karsten,
Gaston - Scheming Suitor,2,C-,2,Frank Karsten,
The Nokk - Water Spirit,0,D,2,Frank Karsten,
Raya - Headstrong,0,D,2,Frank Karsten,
Donald Duck - Sleepwalker,0,D,2,Frank Karsten,
I'm Stuck!,0,D,2,Frank Karsten,
You Can Fly!,0,D,2,Frank Karsten,
What did you call me?,0,D,2,Frank Karsten,
Merlin - Shapeshifter,0,D,2,Frank Karsten,
Fang Crossbow,0,D,2,Frank Karsten,
Cinderella - Ballroom Sensation,0,D,2,Frank Karsten,
Sardine Can,0,D,2,Frank Karsten,
Bibbidi Bobbidi Boo,0,D,2,Frank Karsten,
Prince John - Greediest of All,0,D,2,Frank Karsten,
Pick a Fight,0,D,2,Frank Karsten,
Launch,0,D,2,Frank Karsten,
Mrs. Judson - Housekeeper,0,D,2,Frank Karsten,
Queen of Hearts - Quick-Tempered,0,D,2,Frank Karsten,
Lady Tremaine - Overbearing Matriarch,0,D,2,Frank Karsten,
Snow White - Unexpected Houseguest,0,D,2,Frank Karsten,
Pinocchio - Talkative Puppet,0,D,2,Frank Karsten,
The Most Diabolical Scheme,0,D,2,Frank Karsten,
Dragon Gem,0,D,2,Frank Karsten,
The Sorcerer's Spellbook,0,D,2,Frank Karsten,
Honest John - Not That Honest,0,D,2,Frank Karsten,
The Queen - Disguised Peddler,0,D,2,Frank Karsten,
Falling Down the Rabbit Hole,0,D,2,Frank Karsten,
Gruesome And Grim,0,F,2,Frank Karsten,
Croquet Mallet,0,F,2,Frank Karsten,
Binding Contract,0,F,2,Frank Karsten,
Zero To Hero,0,F,2,Frank Karsten,
Sword In The Stone,0,F,2,Frank Karsten,
Perplexing Signposts,0,F,2,Frank Karsten,
Peter Pan's Dagger,0,F,2,Frank Karsten,
Sleepy's Flute,0,F,2,Frank Karsten,
Maurice's Workshop,0,F,2,Frank Karsten,
Ratigan's Marvelous Trap,0,F,2,Frank Karsten,
Robin Hood - Champion of Sherwood,5,A,3,Frank Karsten,
Hydra - Deadly Serpent,5,A,3,Frank Karsten,
Madame Medusa - The Boss,5,A,3,Frank Karsten,
Simba - Fighting Prince,5,A,3,Frank Karsten,
And Then Along Came Zeus,5,A,3,Frank Karsten,
Chernabog - Evildoer,5,A,3,Frank Karsten,
Kida - Protector of Atlantis,5,A,3,Frank Karsten,
Prince Eric - Expert Helmsman,5,A,3,Frank Karsten,
Don Karnage - Prince of Pirates,5,B+,3,Frank Karsten,
Maid Marian - Delightful Dreamer,5,B+,3,Frank Karsten,
Maleficent - Mistress of All Evil,5,B+,3,Frank Karsten,
Perdita - Devoted Mother,4,B+,3,Frank Karsten,
Pyros - Lava Titan,5,B+,3,Frank Karsten,
Helga Sinclair - Femme Fatale,4,B+,3,Frank Karsten,
Peter Pan - Pirate's Bane,5,B+,3,Frank Karsten,
Pluto - Determined Defender,5,B+,3,Frank Karsten,
Robin Hood - Daydreamer,5,B+,3,Frank Karsten,
Nani - Protective Sister,5,B+,3,Frank Karsten,
Simba - Rightful King,5,B+,3,Frank Karsten,
Mr. Snoops - Inept Businessman,5,B+,3,Frank Karsten,
Captain Hook - Master Swordsman,5,B+,3,Frank Karsten,
Genie - Supportive Friend,4,B+,3,Frank Karsten,
Lyle Tiberius Rourke - Cunning Mercenary,4,B+,3,Frank Karsten,
Mama Odie - Voice of Wisdom,4,B+,3,Frank Karsten,
Mr. Smee - Bumbling Mate,5,B,3,Frank Karsten,
Helga Sinclair - Right-Hand Woman,5,B,3,Frank Karsten,
Jim Hawkins - Space Traveler,5,B,3,Frank Karsten,
Eeyore - Overstuffed Donkey,5,B,3,Frank Karsten,
Little John - Robin's Pal,5,B,3,Frank Karsten,
Razoul - Palace Guard,5,B,3,Frank Karsten,
Sir Hiss - Aggravating Asp,5,B,3,Frank Karsten,
Gramma Tala - Keeper of Ancient Stories,5,B,3,Frank Karsten,
Maui - Whale,5,B,3,Frank Karsten,
King Louie - Bandleader,5,B,3,Frank Karsten,
Pluto - Mickey's Clever Friend,5,B,3,Frank Karsten,
Webby Vanderquack - Enthusiastic Duck,5,B,3,Frank Karsten,
Kida - Royal Warrior,5,B,3,Frank Karsten,
Alice - Tea Alchemist,5,B,3,Frank Karsten,
Rolly - Hungry Pup,5,B,3,Frank Karsten,
Magic Broom - Swift Cleaner,4,B,3,Frank Karsten,
The Queen's Castle - Mirror Chamber,4,B-,3,Frank Karsten,
Pongo - Determined Father,4,B-,3,Frank Karsten,
Louie - Chill Nephew,4,B-,3,Frank Karsten,
Stratos - Tornado Titan,4,B-,3,Frank Karsten,
Billy Bones - Keeper of the Map,4,B-,3,Frank Karsten,
Friar Tuck - Priest of Nottingham,4,B-,3,Frank Karsten,
Motunui - Island Paradise,4,B-,3,Frank Karsten,
Ursula - Sea Witch,3,B-,3,Frank Karsten,
Mufasa - Champion of the Pride Lands,4,B-,3,Frank Karsten,
Lucky - The 15th Puppy,3,B-,3,Frank Karsten,
Chernabog's Followers - Creatures of Evil,4,B-,3,Frank Karsten,
Stitch - Covert Agent,4,B-,3,Frank Karsten,
Stitch - Little Rocket,3,B-,3,Frank Karsten,
Gustav the Giant - Terror of the Kingdom,4,B-,3,Frank Karsten,
Ariel - Adventurous Collector,4,B-,3,Frank Karsten,
Flintheart Glomgold - Lone Cheater,4,B-,3,Frank Karsten,
Magic Carpet - Flying Rug,4,B-,3,Frank Karsten,
Moana - Undeterred Voyager,4,B-,3,Frank Karsten,
Iago - Pretty Polly,4,B-,3,Frank Karsten,
Wildcat - Mechanic,4,B-,3,Frank Karsten,
Ba-Boom!,4,B-,3,Frank Karsten,
Lythos - Rock Titan,4,B-,3,Frank Karsten,
John Silver - Greedy Treasure Seeker,4,B-,3,Frank Karsten,
Rufus - Orphanage Cat,4,B-,3,Frank Karsten,
Della Duck - Unstoppable Mom,3,B-,3,Frank Karsten,
Distract,4,B-,3,Frank Karsten,
Maui's Place of Exile - Hidden Island,4,B-,3,Frank Karsten,
Patch - Intimidating Pup,4,B-,3,Frank Karsten,
Milo Thatch - King of Atlantis,2,C+,3,Frank Karsten,
Hades - Hotheaded Ruler,4,C+,3,Frank Karsten,
Cursed Merfolk - Ursula's Handiwork,2,C+,3,Frank Karsten,
HeiHei - Accidental Explorer,4,C+,3,Frank Karsten,
Piglet - Pooh Pirate Captain,4,C+,3,Frank Karsten,
Little John - Resourceful Outlaw,4,C+,3,Frank Karsten,
Wendy Darling - Authority on Peter Pan,4,C+,3,Frank Karsten,
Dalmatian Puppy - Tail Wagger,4,C+,3,Frank Karsten,
