Card Name,Rating - Draftmancer,Rating - AF,Set,Source,Notes
Piglet - Very Small Animal,3,C+,2,Frank Karsten,
Blue Fairy - Rewarding Good Deeds,3,C+,2,Frank Karsten,
Panic - Underworld Imp,3,C+,2,Frank Karsten,
Minnie Mouse - Wide-Eyed Diver,3,C+,2,Frank Karsten,
Grand Duke - Advisor to the King,3,C+,2,Frank Karsten,
Rapunzel - Gifted Artist,3,C+,2,Frank Karsten,
Namaari - Morning Mist,3,C+,2,Frank Karsten,
Tiana - True Princess,3,C+,2,Frank Karsten,
Mulan - Free Spirit,3,C+,2,Frank Karsten,
Ratigan - Very Large Mouse,3,C+,2,Frank Karsten,
Doc - Leader of the Seven Dwarfs,3,C+,2,Frank Karsten,
Prince Charming - Heir to the Throne,3,C+,2,Frank Karsten,
Dr. Facilier - Savvy Opportunist,3,C+,2,Frank Karsten,
Teeth and Ambitions,3,C+,2,Frank Karsten,
Sneezy - Very Allergic,3,C+,2,Frank Karsten,
The Nokk - Water Spirit,1,D,2,Frank Karsten,
Raya - Headstrong,1,D,2,Frank Karsten,
Donald Duck - Sleepwalker,1,D,2,Frank Karsten,
I'm Stuck!,1,D,2,Frank Karsten,
You Can Fly!,1,D,2,Frank Karsten,
What did you call me?,1,D,2,Frank Karsten,
Merlin - Shapeshifter,1,D,2,Frank Karsten,
Fang Crossbow,1,D,2,Frank Karsten,
Cinderella - Ballroom Sensation,1,D,2,Frank Karsten,
Sardine Can,1,D,2,Frank Karsten,
Bibbidi Bobbidi Boo,1,D,2,Frank Karsten,
Prince John - Greediest of All,1,D,2,Frank Karsten,
Pick a Fight,1,D,2,Frank Karsten,
Launch,1,D,2,Frank Karsten,
Mrs. Judson - Housekeeper,1,D,2,Frank Karsten,
Queen of Hearts - Quick-Tempered,1,D,2,Frank Karsten,
Lady Tremaine - Overbearing Matriarch,1,D,2,Frank Karsten,
Snow White - Unexpected Houseguest,1,D,2,Frank Karsten,
Pinocchio - Talkative Puppet,1,D,2,Frank Karsten,
The Most Diabolical Scheme,1,D,2,Frank Karsten,
Dragon Gem,1,D,2,Frank Karsten,
The Sorcerer's Spellbook,1,D,2,Frank Karsten,
Honest John - Not That Honest,1,D,2,Frank Karsten,
The Queen - Disguised Peddler,1,D,2,Frank Karsten,
Falling Down the Rabbit Hole,1,D,2,Frank Karsten,
Gruesome And Grim,0,F,2,Frank Karsten,
Croquet Mallet,0,F,2,Frank Karsten,
Binding Contract,0,F,2,Frank Karsten,
Zero To Hero,0,F,2,Frank Karsten,
Sword In The Stone,0,F,2,Frank Karsten,
Perplexing Signposts,0,F,2,Frank Karsten,
Peter Pan's Dagger,0,F,2,Frank Karsten,
Sleepy's Flute,0,F,2,Frank Karsten,
Maurice's Workshop,0,F,2,Frank Karsten,
Ratigan's Marvelous Trap,0,F,2,Frank Karsten,
Prince Eric - Expert Helmsman,5,A,3,Fortyborn,
Simba - Fighting Prince,5,A,3,Fortyborn,
Hydra - Deadly Serpent,5,A,3,Fortyborn,
Robin Hood - Champion of Sherwood,5,A,3,Fortyborn,
Madame Medusa - The Boss,5,A-,3,Fortyborn,
Maleficent - Mistress of All Evil,5,A-,3,Fortyborn,
Milo Thatch - King of Atlantis,5,A-,3,Fortyborn,
Nani - Protective Sister,4,B,3,Fortyborn,
Don Karnage - Prince of Pirates,4,B,3,Fortyborn,
Gramma Tala - Keeper of Ancient Stories,4,B,3,Fortyborn,
How Far I'll Go,4,B,3,Fortyborn,
Pluto - Determined Defender,4,B,3,Fortyborn,
Stratos - Tornado Titan,4,B,3,Fortyborn,
The Boss Is on a Roll,4,B,3,Fortyborn,
The Queen's Castle - Mirror Chamber,4,B,3,Fortyborn,
Robin Hood - Daydreamer,4,B,3,Fortyborn,
Peter Pan - Pirate's Bane,4,B,3,Fortyborn,
Pyros - Lava Titan,4,B,3,Fortyborn,
Lyle Tiberius Rourke - Cunning Mercenary,4,B,3,Fortyborn,
Ariel - Adventurous Collector,4,B,3,Fortyborn,
Joshua Sweet - The Doctor,4,B-,3,Fortyborn,
Iago - Pretty Polly,4,B-,3,Fortyborn,
Jafar - Lamp Thief,4,B-,3,Fortyborn,
Magic Broom - Swift Cleaner,4,B-,3,Fortyborn,
Magic Carpet - Flying Rug,4,B-,3,Fortyborn,
Sir Hiss - Aggravating Asp,4,B-,3,Fortyborn,
Wildcat - Mechanic,4,B-,3,Fortyborn,
Strike a Good Match,4,B-,3,Fortyborn,
Billy Bones - Keeper of the Map,4,B-,3,Fortyborn,
Moana - Undeterred Voyager,4,B-,3,Fortyborn,
Slightly - Lost Boy,4,B-,3,Fortyborn,
Stitch - Little Rocket,4,B-,3,Fortyborn,
Jolly Roger - Hook's Ship,4,B-,3,Fortyborn,
Louie - Chill Nephew,4,B-,3,Fortyborn,
Maid Marian - Delightful Dreamer,4,B-,3,Fortyborn,
Motunui - Island Paradise,4,B-,3,Fortyborn,
Kida - Royal Warrior,4,B-,3,Fortyborn,
Little John - Robin's Pal,4,B-,3,Fortyborn,
Lythos - Rock Titan,4,B-,3,Fortyborn,
Simba - Returned King,4,B-,3,Fortyborn,
Ba-Boom!,4,B-,3,Fortyborn,
Bernard - Brand-New Agent,4,B-,3,Fortyborn,
Lucky - The 15th Puppy,4,B-,3,Fortyborn,
Ursula - Sea Witch,4,B-,3,Fortyborn,
Stitch - Covert Agent,4,B-,3,Fortyborn,
Fang - River City,4,B-,3,Fortyborn,
Captain Hook - Master Swordsman,4,B-,3,Fortyborn,
Maui - Whale,4,B-,3,Fortyborn,
Aurelian Gyrosensor,4,B-,3,Fortyborn,
Maui's Place of Exile - Hidden Island,4,B-,3,Fortyborn,
Chernabog - Evildoer,4,B-,3,Fortyborn,
Piglet - Pooh Pirate Captain,4,B-,3,Fortyborn,
Kit Cloudkicker - Tough Guy,4,B-/C+,3,Fortyborn,
Sumerian Talisman,4,B+,3,Fortyborn,
And Then Along Came Zeus,4,B+,3,Fortyborn,
Genie - Supportive Friend,4,B+,3,Fortyborn,
Kida - Protector of Atlantis,4,B+,3,Fortyborn,
Perdita - Devoted Mother,4,B+,3,Fortyborn,
Pongo - Determined Father,4,B+/A-,3,Fortyborn,
Helga Sinclair - Femme Fatale,4,B+/A-,3,Fortyborn,
Kida - Atlantean,3,C,3,Fortyborn,
Orville - Ace Pilot,3,C,3,Fortyborn,
Wendy Darling - Talented Sailor,3,C,3,Fortyborn,
Never Land - Mermaid Lagoon,3,C,3,Fortyborn,
De Vil Manor - Cruella's Estate,3,C,3,Fortyborn,
Magica De Spell - Ambitious Witch,3,C,3,Fortyborn,
Pua - Potbellied Buddy,3,C,3,Fortyborn,
The Queen's Castle - Mirror Chamber,3,C,3,Fortyborn,
The Boss Is on a Roll,3,C,3,Fortyborn,
The Sorcerer's Tower - Wondrous Workspace,3,C,3,Fortyborn,
Milo Thatch - Clever Cartographer,3,C,3,Fortyborn,
Starkey - Devious Pirate,3,C,3,Fortyborn,
Forbidden Mountain - Maleficent's Castle,3,C,3,Fortyborn,
I Will Find My Way,3,C,3,Fortyborn,
HeiHei - Accidental Explorer,3,C,3,Fortyborn,
Jim Hawkins - Thrill Seeker,3,C,3,Fortyborn,
Maui - Soaring Demigod,3,C,3,Fortyborn,
Nutsy - Vulture Henchman,3,C,3,Fortyborn,
Webby Vanderquack - Enthusiastic Duck,3,C,3,Fortyborn,
Voyage,3,C,3,Fortyborn,
Agrabah - Marketplace,3,C,3,Fortyborn,
Captain Amelia - First in Command,3,C,3,Fortyborn,
Genie - Cramped in the Lamp,3,C,3,Fortyborn,
Kit Cloudkicker - Navigator,3,C,3,Fortyborn,
Pluto - Mickey's Clever Friend,3,C,3,Fortyborn,
Rufus - Orphanage Cat,3,C,3,Fortyborn,
The Queen - Mirror Seeker,3,C,3,Fortyborn,
McDuck Manor - Scrooge's Mansion,3,C,3,Fortyborn,
Chief Tui - Proud of Motunui,3,C,3,Fortyborn,
Nala - Fierce Friend,3,C,3,Fortyborn,
Robin Hood - Beloved Outlaw,3,C,3,Fortyborn,
Nottingham - Prince John's Castle,3,C,3,Fortyborn,
The Bayou - Mysterious Swamp,3,C,3,Fortyborn,
Minnie Mouse - Musical Artist,3,C,3,Fortyborn,
Morph - Space Goo,3,C,3,Fortyborn,
Hades - Hotheaded Ruler,3,C,3,Fortyborn,
Alice - Tea Alchemist,3,C,3,Fortyborn,
Ursula - Deceiver of All,3,C,3,Fortyborn,
Jim Hawkins - Space Traveler,3,C,3,Fortyborn,
Dalmatian Puppy - Tail Wagger,3,C,3,Fortyborn,
Queen of Hearts - Wonderland Empress,2,C-,3,Fortyborn,
Diablo - Faithful Pet,2,C-,3,Fortyborn,
Kuzco's Palace - Home of the Emperor,2,C-,3,Fortyborn,
Bestow a Gift,2,C-,3,Fortyborn,
It Calls Me,2,C-,3,Fortyborn,
Jetsam - Riffraff,2,C-,3,Fortyborn,
Zazu - Steward of the Pride Lands,2,C-,3,Fortyborn,
Peter Pan - Never Land Hero,2,C-,3,Fortyborn,
Trigger - Not-So-Sharp Shooter,2,C-,3,Fortyborn,
Mickey Mouse - Stalwart Explorer,2,C-,3,Fortyborn,
Simba - Scrappy Cub,2,C-,3,Fortyborn,
Mama Odie - Voice of Wisdom,2,C-,3,Fortyborn,
John Silver - Greedy Treasure Seeker,2,C-,3,Fortyborn,
Scrooge McDuck - Richest Duck in the World,2,C-,3,Fortyborn,
Wendy Darling - Authority on Peter Pan,2,C-,3,Fortyborn,
Patch - Intimidating Pup,3,C+,3,Fortyborn,
Rolly - Hungry Pup,3,C+,3,Fortyborn,
Tinker Bell - Generous Fairy,3,C+,3,Fortyborn,
Heal What Has Been Hurt,3,C+,3,Fortyborn,
Tiana's Palace - Jazz Restaurant,3,C+,3,Fortyborn,
Chernabog's Followers - Creatures of Evil,3,C+,3,Fortyborn,
Hydros - Ice Titan,3,C+,3,Fortyborn,
Magica De Spell - Thieving Sorceress,3,C+,3,Fortyborn,
The Firebird - Force of Destruction,3,C+,3,Fortyborn,
Cubby - Mighty Lost Boy,3,C+,3,Fortyborn,
Flotsam - Riffraff,3,C+,3,Fortyborn,
Friar Tuck - Priest of Nottingham,3,C+,3,Fortyborn,
Della Duck - Unstoppable Mom,3,C+,3,Fortyborn,
Dewey - Showy Nephew,3,C+,3,Fortyborn,
Flintheart Glomgold - Lone Cheater,3,C+,3,Fortyborn,
King Louie - Bandleader,3,C+,3,Fortyborn,
Distract,3,C+,3,Fortyborn,
Eeyore - Overstuffed Donkey,3,C+,3,Fortyborn,
Helga Sinclair - Right-Hand Woman,3,C+,3,Fortyborn,
Mr. Smee - Bumbling Mate,3,C+,3,Fortyborn,
Razoul - Palace Guard,3,C+,3,Fortyborn,
Rise of the Titans,3,C+,3,Fortyborn,
Captain Hook's Rapier,3,C+,3,Fortyborn,
Pride Lands - Pride Rock,3,C+,3,Fortyborn,
Rafiki - Mystical Fighter,3,C+,3,Fortyborn,
Cursed Merfolk - Ursula's Handiwork,3,C+,3,Fortyborn,
Helga Sinclair - Vengeful Partner,3,C+,3,Fortyborn,
Maui's Fish Hook,3,C+,3,Fortyborn,
RLS Legacy - Solar Galleon,3,C+,3,Fortyborn,
Huey - Savvy Nephew,3,C+,3,Fortyborn,
Gustav the Giant - Terror of the Kingdom,3,C+,3,Fortyborn,
Mufasa - Champion of the Pride Lands,3,C+,3,Fortyborn,
Jafar - Striking Illusionist,3,C+,3,Fortyborn,
Mr. Snoops - Inept Businessman,3,C+/B-,3,Fortyborn,
Mama Odie - Voice of Wisdom,3,C+/B-,3,Fortyborn,
Miss Bianca - Rescue Aid Society Agent,1,D,3,Fortyborn,
Pluto - Friendly Pooch,1,D,3,Fortyborn,
Has Set My Heaaaaaaart . . .,1,D,3,Fortyborn,
Magic Broom - The Big Sweeper,1,D,3,Fortyborn,
Last-Ditch Effort,1,D,3,Fortyborn,
Skippy - Energetic Rabbit,1,D,3,Fortyborn,
Robin's Bow,1,D,3,Fortyborn,
Kakamora - Menacing Sailor,1,D,3,Fortyborn,
I've Got a Dream,1,D,3,Fortyborn,
Repair,1,D,3,Fortyborn,
Baloo - von Bruinwald XIII,1,D,3,Fortyborn,
Peter Pan - Lost Boy Leader,1,D,3,Fortyborn,
On Your Feet! Now!,1,D,3,Fortyborn,
Little John - Resourceful Outlaw,1,D,3,Fortyborn,
Boss's Orders,1,D-,3,Fortyborn,
Has Set My Heaaaaaaart . . .,1,D-,3,Fortyborn,
Olympus Would Be That Way,1,D-,3,Fortyborn,
Gyro Gearloose - Gadget Whiz,1,D-,3,Fortyborn,
Sheriff of Nottingham - Corrupt Official,1,D-,3,Fortyborn,
Cleansing Rainwater,1,D+,3,Fortyborn,
Wildcat's Wrench,1,D+,3,Fortyborn,
Lena Sabrewing - Rebellious Teenager,1,D+,3,Fortyborn,
Prince John - Phony King,1,D+,3,Fortyborn,
Ursula - Deceiver of All,1,D+,3,Fortyborn,
Milo Thatch - Spirited Scholar,1,D+,3,Fortyborn,
Scroop - Backstabber,1,D+,3,Fortyborn,
Scrooge McDuck - Uncle Moneybags,1,D+,3,Fortyborn,
Thaddeus E. Klang - Metallic Leader,1,D+,3,Fortyborn,
Gizmosuit,1,D+,3,Fortyborn,
The Bare Necessities,1,D+,3,Fortyborn,
Moana - Born Leader,1,D+,3,Fortyborn,
Audrey Ramirez - The Engineer,1,D+,3,Fortyborn,
Tinker Bell - Very Clever Fairy,1,D+,3,Fortyborn,
Gramma Tala - Spirit of the Ocean,1,D+,3,Fortyborn,
99 Puppies,0,F,3,Fortyborn,
Quick Patch,0,F,3,Fortyborn,
Magic Broom - Dancing Duster,0,F,3,Fortyborn,
Airfoil,0,F,3,Fortyborn,
Divebomb,0,F,3,Fortyborn,
Kit Cloudkicker - Spunky Bear Cub,0,F,3,Fortyborn,
Scrooge's Top Hat,0,F,3,Fortyborn,
Vault Door,0,F,3,Fortyborn,
Minnie Mouse - Funky Spelunker,0,F,3,Fortyborn,
Heart of Atlantis,0,F,3,Fortyborn,
Treasure Guardian - Protector of the Cave,0,F,3,Fortyborn,
The Lamp,0,F,3,Fortyborn,
The Sorcerer's Hat,0,F,3,Fortyborn,
Starlight Vial,0,F,3,Fortyborn,
Friend Like Me,0,F,3,Fortyborn,
Heart of Te Fiti,0,F,3,Fortyborn,
Belle's House - Maurice's Workshop,0,F,3,Fortyborn,
Map of Treasure Planet,0,F,3,Fortyborn,
Magica De Spell - The Midas Touch,0,F,3,Fortyborn,
Shenzi - Hyena Pack Leader,0,F,3,Fortyborn,
Lucky Dime,0,F,3,Fortyborn,
Mickey Mouse - Trumpeter,0,F,3,Fortyborn,
Namaari - Heir of Fang,5,A,4,Fortyborn,
Diablo - Devoted Herald,5,A,4,Fortyborn,
Raya - Unstoppable Force,5,A,4,Fortyborn,
Mulan - Elite Archer,5,A+,4,Fortyborn,
Dolores Madrigal - Easy Listener,4,B,4,Fortyborn,
"Flotsam - Ursula's ""Baby""",4,B,4,Fortyborn,
Luisa Madrigal - Magically Strong One,4,B,4,Fortyborn,
Make the Potion,4,B,4,Fortyborn,
Hercules - Daring Demigod,4,B,4,Fortyborn,
Brawl,4,B,4,Fortyborn,
Medallion Weights,4,B,4,Fortyborn,
Avalanche,4,B,4,Fortyborn,
Look At This Family,4,B,4,Fortyborn,
Isabela Madrigal - Golden Child,4,B,4,Fortyborn,
Jasmine - Desert Warrior,4,B,4,Fortyborn,
Under The Sea,4,B,4,Fortyborn,
Prince Phillip - Gallant Defender,4,B,4,Fortyborn,
Ursula - Sea Witch Queen,4,B,4,Fortyborn,
Zeus - Mr. Lightning Bolts,4,B,4,Fortyborn,
Sisu - Empowering Sibling,4,B,4,Fortyborn,
Cogsworth - Majordomo,4,B-,4,Fortyborn,
Julieta Madrigal - Excellent Cook,4,B-,4,Fortyborn,
Mickey Mouse - Leader of the Band,4,B-,4,Fortyborn,
Pluto - Rescue Dog,4,B-,4,Fortyborn,
Bruno's Return,4,B-,4,Fortyborn,
Camilo Madrigal - Prankster,4,B-,4,Fortyborn,
Jaq - Connoisseur of Climbing,4,B-,4,Fortyborn,
Pegasus - Flying Steed,4,B-,4,Fortyborn,
Pegasus - Cloud Racer,4,B-,4,Fortyborn,
Hercules - Clumsy Kid,4,B-,4,Fortyborn,
Nessus - River Guardian,4,B-,4,Fortyborn,
Pegasus - Gift for Hercules,4,B-,4,Fortyborn,
Sisu - Daring Visitor,4,B-,4,Fortyborn,
The Plank,4,B-,4,Fortyborn,
Sisu - Wise Friend,4,B-,4,Fortyborn,
Chien-Po - Imperial Soldier,4,B-,4,Fortyborn,
Bruno Madrigal - Out of the Shadows,4,B-,4,Fortyborn,
Ursula's Lair - Eye of the Storm,4,B-,4,Fortyborn,
Goofy - Super Goof,4,B-,4,Fortyborn,
Lumiere - Fiery Friend,4,B-,4,Fortyborn,
Sisu - Emboldened Warrior,4,B-,4,Fortyborn,
Tuk Tuk - Lively Partner,4,B-,4,Fortyborn,
Be King Undisputed,4,B-,4,Fortyborn,
Gaston - Despicable Dealer,4,B-,4,Fortyborn,
Mickey Mouse - Musketeer Captain,4,B-,4,Fortyborn,
Minnie Mouse - Musketeer Champion,4,B-,4,Fortyborn,
Bruno Madrigal - Undetected Uncle,4,B-,4,Fortyborn,
Noi - Acrobatic Baby,4,B-,4,Fortyborn,
Piglet - Sturdy Swordsman,4,B-,4,Fortyborn,
Prince Eric - Ursula's Groom,4,B-/C+,4,Fortyborn,
Gunther - Interior Designer,4,B-/C+,4,Fortyborn,
Triton - Young Prince,4,B-/C+,4,Fortyborn,
John Silver - Terror of the Realm,4,B-/C+,4,Fortyborn,
Mirabel Madrigal - Gift of the Family,4,B-/C+,4,Fortyborn,
Elsa - Storm Chaser,4,B/B-,4,Fortyborn,
Peter Pan - Shadow Finder,4,B/B+,4,Fortyborn,
Dig A Little Deeper,4,B+,4,Fortyborn,
Cri-Kee - Lucky Cricket,4,B+,4,Fortyborn,
We Don't Talk About Bruno,4,B+,4,Fortyborn,
Hercules - Beloved Hero,4,B+,4,Fortyborn,
Philoctetes - No-Nonsense Instructor,4,B+,4,Fortyborn,
Belle - Accomplished Mystic,4,B+,4,Fortyborn,
Ariel - Sonic Warrior,4,B+,4,Fortyborn,
Agustin Madrigal - Clumsy Dad,3,C,4,Fortyborn,
Daisy Duck - Lovely Lady,3,C,4,Fortyborn,
Félix Madrigal - Fun-Loving Family Man,3,C,4,Fortyborn,
Max - Loyal Sheepdog,3,C,4,Fortyborn,
Mirabel Madrigal - Prophecy Finder,3,C,4,Fortyborn,
Stitch - Alien Dancer,3,C,4,Fortyborn,
Ursula - Vanessa,3,C,4,Fortyborn,
Antonio Madrigal - Animal Expert,3,C,4,Fortyborn,
Flotsam & Jetsam - Entangling Eels,3,C,4,Fortyborn,
Magical Maid - Feather Duster,3,C,4,Fortyborn,
Pico - Helpful Toucan,3,C,4,Fortyborn,
Gus - Champion of Cheese,3,C,4,Fortyborn,
Megara - Liberated One,3,C,4,Fortyborn,
Pain - Immortal Sidekick,3,C,4,Fortyborn,
Pegasus - Gift for Hercules,3,C,4,Fortyborn,
Benja - Bold Uniter,3,C,4,Fortyborn,
Khan - Beloved Steed,3,C,4,Fortyborn,
Li Shang - General's Son,3,C,4,Fortyborn,
Fa Li - Mulan's Mother,3,C,4,Fortyborn,
Hans - Noble Scoundrel,3,C,4,Fortyborn,
Olaf - Trusting Companion,3,C,4,Fortyborn,
Pascal - Inquisitive Pet,3,C,4,Fortyborn,
Tuk Tuk - Curious Partner,3,C,4,Fortyborn,
Great Stone Dragon,3,C,4,Fortyborn,
Aladdin - Resolute Swordsman,3,C,4,Fortyborn,
Arges - The Cyclops,3,C,4,Fortyborn,
Ariel - Determined Mermaid,3,C,4,Fortyborn,
Beast - Thick-Skinned,3,C,4,Fortyborn,
Ling - Imperial Soldier,3,C,4,Fortyborn,
Mulan - Armored Fighter,3,C,4,Fortyborn,
The Mob Song,3,C,4,Fortyborn,
Pepa Madrigal - Weather Maker,3,C,4,Fortyborn,
One Last Hope,3,C,4,Fortyborn,
Anna - True-Hearted,3,C,4,Fortyborn,
Aurora - Lore Guardian,3,C,4,Fortyborn,
The Queen - Diviner,3,C,4,Fortyborn,
Magic Broom - Lively Sweeper,2,C-,4,Fortyborn,
Panic - Immortal Sidekick,2,C-,4,Fortyborn,
Peter Pan - Shadow Finder,2,C-,4,Fortyborn,
The Fates - Only One Eye,2,C-,4,Fortyborn,
Hidden Inkcaster,2,C-,4,Fortyborn,
Hidden Cove - Tranquil Haven,2,C-,4,Fortyborn,
Beast - Wounded,2,C-,4,Fortyborn,
Mulan - Injured Soldier,2,C-,4,Fortyborn,
Raya - Guardian of the Dragon Gem,2,C-,4,Fortyborn,
Vitalisphere,2,C-,4,Fortyborn,
Aurora - Tranquil Princess,2,C-,4,Fortyborn,
Scuttle - Expert on Humans,2,C-,4,Fortyborn,
Aladdin - Brave Rescuer,2,C-,4,Fortyborn,
Triton's Decree,2,C-,4,Fortyborn,
Alma Madrigal - Family Matriarch,2,C-,4,Fortyborn,
The Underworld - River Styx,2,C-,4,Fortyborn,
Daisy Duck - Musketeer Spy,3,C+,4,Fortyborn,
Donald Duck - Musketeer Soldier,3,C+,4,Fortyborn,
Prince Eric - Seafaring Prince,3,C+,4,Fortyborn,
Lost in the Woods,3,C+,4,Fortyborn,
Belle - Untrained Mystic,3,C+,4,Fortyborn,
"Jetsam - Ursula's ""Baby""",3,C+,4,Fortyborn,
Magic Broom - Illuminary Keeper,3,C+,4,Fortyborn,
Tick-Tock - Ever-Present Pursuer,3,C+,4,Fortyborn,
Ursula - Mad Sea Witch,3,C+,4,Fortyborn,
Rose Lantern,3,C+,4,Fortyborn,
Heihei - Bumbling Rooster,3,C+,4,Fortyborn,
Tor - Florist,3,C+,4,Fortyborn,
Ursula's Trickery,3,C+,4,Fortyborn,
Li Shang - Valorous General,3,C+,4,Fortyborn,
Tong - Survivor,3,C+,4,Fortyborn,
Anna - Braving the Storm,3,C+,4,Fortyborn,
Hades - Meticulous Plotter,3,C+,4,Fortyborn,
Iduna - Caring Mother,3,C+,4,Fortyborn,
Olaf - Carrot Enthusiast,3,C+,4,Fortyborn,
Transformed Chef - Castle Stove,3,C+,4,Fortyborn,
Ice Block,3,C+,4,Fortyborn,
Li Shang - Imperial Captain,3,C+,4,Fortyborn,
Luisa Madrigal - Rock of the Family,3,C+,4,Fortyborn,
Magic Broom - Aerial Cleaner,3,C+,4,Fortyborn,
Mickey Mouse - Standard Bearer,3,C+,4,Fortyborn,
Yao - Imperial Soldier,3,C+,4,Fortyborn,
Fortisphere,3,C+,4,Fortyborn,
Ariel - Singing Mermaid,3,C+,4,Fortyborn,
Goofy - Musketeer Swordsman,3,C+,4,Fortyborn,
Ursula - Eric's Bride,3,C+,4,Fortyborn,
Mrs. Potts - Enchanted Teapot,3,C+,4,Fortyborn,
Hera - Queen of the Gods,3,C+,4,Fortyborn,
Prince Phillip - Warden of the Woods,3,C+,4,Fortyborn,
Imperial Proclamation,3,C+,4,Fortyborn,
Dang Hu - Talon Chief,3,C+,4,Fortyborn,
Rapunzel - Appreciative Artist,3,C+,4,Fortyborn,
Lefou - Opportunistic Flunky,3,C+,4,Fortyborn,
Mickey Mouse - Playful Sorcerer,3,C+,4,Fortyborn,
Rajah - Royal Protector,3,C+,4,Fortyborn,
Pete - Born to Cheat,3,C+,4,Fortyborn,
Flynn Rider - Frenemy,3,C+,4,Fortyborn,
Ariel - Treasure Collector,3,C+,4,Fortyborn,
Donald Duck - Buccaneer,3,C+,4,Fortyborn,
Training Grounds - Impossible Pillar,3,C+/B-,4,Fortyborn,
Flounder - Collector's Companion,3,C+/C,4,Fortyborn,
Raya - Fierce Protector,3,C+/C,4,Fortyborn,
Marshmallow - Terrifying Snowman,1,D,4,Fortyborn,
A Pirate's Life,1,D,4,Fortyborn,
Winter Camp - Medical Tent,1,D,4,Fortyborn,
Imperial Bow,1,D,4,Fortyborn,
Thebes - The Big Olive,1,D,4,Fortyborn,
Miracle Candle,1,D,4,Fortyborn,
Second Star To The Right,1,D,4,Fortyborn,
The Muses - Proclaimers of Heroes,1,D,4,Fortyborn,
Triton - Discerning King,1,D,4,Fortyborn,
Hades - Double Dealer,1,D,4,Fortyborn,
Prince Phillip - Vanquisher of Foes,1,D,4,Fortyborn,
Triton - Champion of Atlantica,1,D,4,Fortyborn,
Swing Into Action,1,D-,4,Fortyborn,
Fa Zhou - Mulan's Father,1,D-,4,Fortyborn,
Glean,1,D-,4,Fortyborn,
"I Find 'Em, I Flatten 'Em",1,D-,4,Fortyborn,
Ursula's Garden - Full of the Unfortunate,1,D-,4,Fortyborn,
Snuggly Duckling - Disreputable Pub,1,D-,4,Fortyborn,
Field of Ice,1,D-,4,Fortyborn,
Signed Contract,1,D-/F,4,Fortyborn,
Poor Unfortunate Souls,1,D+,4,Fortyborn,
Diablo - Maleficent's Spy,1,D+,4,Fortyborn,
Megara - Captivating Cynic,1,D+,4,Fortyborn,
Vision Slab,1,D+,4,Fortyborn,
Mulan - Enemy of Entanglement,1,D+,4,Fortyborn,
Seldom All They Seem,1,D+,4,Fortyborn,
Chi-Fu - Imperial Advisor,1,D+,4,Fortyborn,
Cinderella - Melody Weaver,1,D+,4,Fortyborn,
Yen Sid - Powerful Sorcerer,1,D+,4,Fortyborn,
Magic Broom - Brigade Commander,1,D+,4,Fortyborn,
First Aid,0,F,4,Fortyborn,
Sign The Scroll,0,F,4,Fortyborn,
Record Player,0,F,4,Fortyborn,
Atlantica - Concert Hall,0,F,4,Fortyborn,
Ursula's Plan,0,F,4,Fortyborn,
Triton's Trident,0,F,4,Fortyborn,
Casa Madrigal - Casita,0,F,4,Fortyborn,
Dodge!,0,F,4,Fortyborn,
Golden Harp - Enchanter of the Land,0,F,4,Fortyborn,
Mystical Rose,0,F,4,Fortyborn,
Treasures Untold,0,F,4,Fortyborn,
Ariel's Grotto - A Secret Place,0,F,4,Fortyborn,
RLS Legacy's Cannon,0,F,4,Fortyborn,
The Wall - Border Fortress,0,F,4,Fortyborn,
Elsa - The Fifth Spirit,5,A,5,Fortyborn,
Kuzco - Selfish Emperor,5,A,5,Fortyborn,
Mufasa - Ruler of Pride Rock,5,A,5,Fortyborn,
Jafar - Tyrannical Hypnotist,5,A-,5,Fortyborn,
Wreck-It Ralph - Admiral Underpants,4,B,5,Fortyborn,
Maid Marian - Lady of the Lists,4,B,5,Fortyborn,
Archimedes - Electrified Owl,4,B,5,Fortyborn,
Rafiki - Shaman Duelist,4,B,5,Fortyborn,
Finders Keepers,4,B,5,Fortyborn,
The Library - A Gift for Belle,4,B,5,Fortyborn,
Zazu - Advisor to Mufasa,4,B,5,Fortyborn,
Scar - Vengeful Lion,4,B,5,Fortyborn,
Ratigan - Party Crasher,4,B,5,Fortyborn,
King Candy - Sweet Abomination,4,B,5,Fortyborn,
HeiHei - Protective Rooster,4,B,5,Fortyborn,
Tug-of-War,4,B,5,Fortyborn,
Steel Chromicon,4,B,5,Fortyborn,
Madam Mim - Elephant,4,B,5,Fortyborn,
Mother Gothel - Unwavering Schemer,4,B,5,Fortyborn,
Genie - Main Attraction,4,B,5,Fortyborn,
Donald Duck - Pie Slinger,4,B,5,Fortyborn,
Healing Touch,4,B-,5,Fortyborn,
The Nokk - Mythical Spirit,4,B-,5,Fortyborn,
Archimedes - Exasperated Owl,4,B-,5,Fortyborn,
Gale - Wind Spirit,4,B-,5,Fortyborn,
Luisa Madrigal - Entertaining Muscle,4,B-,5,Fortyborn,
Monstro - Whale of a Whale,4,B-,5,Fortyborn,
King of Hearts - Monarch of Wonderland,4,B-,5,Fortyborn,
Hypnotic Strength,4,B-,5,Fortyborn,
Magical Aid,4,B-,5,Fortyborn,
Half Hexwell Crown,4,B-,5,Fortyborn,
