Card Name,id*,Franchise,Notes
Sisu - Uniting Dragon,sisuunitingdragon,Raya and the Last Dragon,
Sisu - Wise Friend,sisuwisefriend,Raya and the Last Dragon,
Tong - Survivor,tongsurvivor,Raya and the Last Dragon,
Tuk Tuk - Big Buddy,tuktukbigbuddy,Raya and the Last Dragon,
Tuk Tuk - Curious Partner,tuktukcuriouspartner,Raya and the Last Dragon,
Tuk Tuk - Lively Partner,tuktuklivelypartner,Raya and the Last Dragon,
Tuk Tuk - Wrecking Ball,tuktukwreckingball,Raya and the Last Dragon,
Virana - Fang Chief,viranafangchief,Raya and the Last Dragon,
Alan-a-Dale - Rockin' Rooster,alanadalerockinrooster,Robin Hood,
Friar Tuck - Priest Of Nottingham,friartuckpriestofnottingham,Robin Hood,
Little John - Camp Cook,littlejohncampcook,Robin Hood,
Little John - Loyal Friend,littlejohnloyalfriend,Robin Hood,
Little John - Resourceful Outlaw,littlejohnresourcefuloutlaw,Robin Hood,
Little John - Robin's Pal,littlejohnrobinspal,Robin Hood,
Maid Marian - Delightful Dreamer,maidmariandelightfuldreamer,Robin Hood,
Maid Marian - Lady of the Lists,maidmarianladyofthelists,Robin Hood,
Nottingham - Prince John's Castle,nottinghamprincejohnscastle,Robin Hood,
Nutsy - Vulture Henchman,nutsyvulturehenchman,Robin Hood,
Prince John - Gold Lover,princejohngoldlover,Robin Hood,
Prince John - Greediest of All,princejohngreediestofall,Robin Hood,
Prince John - Opportunistic Briber,princejohnopportunisticbriber,Robin Hood,
Prince John - Phony King,princejohnphonyking,Robin Hood,
Prince John's Mirror,princejohnsmirror,Robin Hood,
Robin Hood - Archery Contestant,robinhoodarcherycontestant,Robin Hood,
Robin Hood - Beloved Outlaw,robinhoodbelovedoutlaw,Robin Hood,
Robin Hood - Capable Fighter,robinhoodcapablefighter,Robin Hood,
Robin Hood - Champion of Sherwood,robinhoodchampionofsherwood,Robin Hood,
Robin Hood - Daydreamer,robinhooddaydreamer,Robin Hood,
Robin Hood - Sharpshooter,robinhoodsharpshooter,Robin Hood,
Robin Hood - Sneaky Sleuth,robinhoodsneakysleuth,Robin Hood,
Robin Hood - Timely Contestant,robinhoodtimelycontestant,Robin Hood,
Robin Hood - Unrivaled Archer,robinhoodunrivaledarcher,Robin Hood,
Robin's Bow,robinsbow,Robin Hood,
Royal Tantrum,royaltantrum,Robin Hood,
Sheriff Of Nottingham - Bushel Britches,sheriffofnottinghambushelbritches,Robin Hood,
Sheriff of Nottingham - Corrupt Official,sheriffofnottinghamcorruptofficial,Robin Hood,
Sherwood Forest - Outlaw Hideaway,sherwoodforestoutlawhideaway,Robin Hood,
Sir Hiss - Aggravating Asp,sirhissaggravatingasp,Robin Hood,
Skippy - Energetic Rabbit,skippyenergeticrabbit,Robin Hood,
Steal from the Rich,stealfromtherich,Robin Hood,
Trigger - Not-So-Sharp Shooter,triggernotsosharpshooter,Robin Hood,
Aurora - Briar Rose,aurorabriarrose,Sleeping Beauty,
Aurora - Dreaming Guardian,auroradreamingguardian,Sleeping Beauty,
Aurora - Lore Guardian,auroraloreguardian,Sleeping Beauty,
Aurora - Regal Princess,auroraregalprincess,Sleeping Beauty,
Aurora - Tranquil Princess,auroratranquilprincess,Sleeping Beauty,
Bestow a Gift,bestowagift,Sleeping Beauty,
Diablo - Devoted Herald,diablodevotedherald,Sleeping Beauty,
Diablo - Faithful Pet,diablofaithfulpet,Sleeping Beauty,
Diablo - Maleficent's Spy,diablomaleficentsspy,Sleeping Beauty,
Diablo - Obedient Raven,diabloobedientraven,Sleeping Beauty,
Dragon Fire,dragonfire,Sleeping Beauty,
Fauna - Good Fairy,faunagoodfairy,Sleeping Beauty,
Flora - Good Fairy,floragoodfairy,Sleeping Beauty,
Forbidden Mountain - Maleficent's Castle,forbiddenmountainmaleficentscastle,Sleeping Beauty,
Goons - Maleficent's Underlings,goonsmaleficentsunderlings,Sleeping Beauty,
Hide Away,hideaway,Sleeping Beauty,
King Hubert - Phillip's Father,kinghubertphillipsfather,Sleeping Beauty,
Maleficent - Biding Her Time,maleficentbidinghertime,Sleeping Beauty,
Maleficent - Formidable Queen,maleficentformidablequeen,Sleeping Beauty,
Maleficent - Mistress of All Evil,maleficentmistressofallevil,Sleeping Beauty,
Maleficent - Monstrous Dragon,maleficentmonstrousdragon,Sleeping Beauty,
Maleficent - Sinister Visitor,maleficentsinistervisitor,Sleeping Beauty,
Maleficent - Sorceress,maleficentsorceress,Sleeping Beauty,
Maleficent - Uninvited,maleficentuninvited,Sleeping Beauty,
Maleficent - Vengeful Sorceress,maleficentvengefulsorceress,Sleeping Beauty,
Maleficent - Vexed Partygoer,maleficentvexedpartygoer,Sleeping Beauty,
Maleficent's Staff,maleficentsstaff,Sleeping Beauty,
Merryweather - Good Fairy,merryweathergoodfairy,Sleeping Beauty,
Prince Phillip - Dragonslayer,princephillipdragonslayer,Sleeping Beauty,
Prince Phillip - Gallant Defender,princephillipgallantdefender,Sleeping Beauty,
Prince Phillip - Royal Explorer,princephilliproyalexplorer,Sleeping Beauty,
Prince Phillip - Swordsman of the Realm,princephillipswordsmanoftherealm,Sleeping Beauty,
Prince Phillip - Vanquisher of Foes,princephillipvanquisheroffoes,Sleeping Beauty,
Prince Phillip - Warden of the Woods,princephillipwardenofthewoods,Sleeping Beauty,
Seldom All They Seem,seldomalltheyseem,Sleeping Beauty,
Shield of Virtue,shieldofvirtue,Sleeping Beauty,
Sword of Truth,swordoftruth,Sleeping Beauty,
Bashful - Adoring Knight,bashfuladoringknight,Snow White and the Seven Dwarfs,
Bashful - Hopeless Romantic,bashfulhopelessromantic,Snow White and the Seven Dwarfs,
Doc - Bold Knight,docboldknight,Snow White and the Seven Dwarfs,
Doc - Leader of the Seven Dwarfs,docleaderofthesevendwarfs,Snow White and the Seven Dwarfs,
Dopey - Always Playful,dopeyalwaysplayful,Snow White and the Seven Dwarfs,
Dopey - Knight Apprentice,dopeyknightapprentice,Snow White and the Seven Dwarfs,
Grumpy - Bad-Tempered,grumpybadtempered,Snow White and the Seven Dwarfs,
Grumpy - Skeptical Knight,grumpyskepticalknight,Snow White and the Seven Dwarfs,
Happy - Good-Natured,happygoodnatured,Snow White and the Seven Dwarfs,
Happy - Lively Knight,happylivelyknight,Snow White and the Seven Dwarfs,
Magic Mirror,magicmirror,Snow White and the Seven Dwarfs,
Make The Potion,makethepotion,Snow White and the Seven Dwarfs,
Poisoned Apple,poisonedapple,Snow White and the Seven Dwarfs,
Seven Dwarfs' Mine - Secure Fortress,sevendwarfsminesecurefortress,Snow White and the Seven Dwarfs,
Sleepy - Nodding Off,sleepynoddingoff,Snow White and the Seven Dwarfs,
Sleepy - Sluggish Knight,sleepysluggishknight,Snow White and the Seven Dwarfs,
Sleepy's Flute,sleepysflute,Snow White and the Seven Dwarfs,
Sneezy - Noisy Knight,sneezynoisyknight,Snow White and the Seven Dwarfs,
Sneezy - Very Allergic,sneezyveryallergic,Snow White and the Seven Dwarfs,
Snow White - Fair-Hearted,snowwhitefairhearted,Snow White and the Seven Dwarfs,
Snow White - Lost in the Forest,snowwhitelostintheforest,Snow White and the Seven Dwarfs,
Snow White - Unexpected Houseguest,snowwhiteunexpectedhouseguest,Snow White and the Seven Dwarfs,
Snow White - Well Wisher,snowwhitewellwisher,Snow White and the Seven Dwarfs,
The Huntsman - Reluctant Enforcer,thehuntsmanreluctantenforcer,Snow White and the Seven Dwarfs,
The Prince - Never Gives Up,theprincenevergivesup,Snow White and the Seven Dwarfs,
The Queen - Commanding Presence,thequeencommandingpresence,Snow White and the Seven Dwarfs,
The Queen - Crown of the Council,thequeencrownofthecouncil,Snow White and the Seven Dwarfs,
The Queen - Cruelest of All,thequeencruelestofall,Snow White and the Seven Dwarfs,
The Queen - Disguised Peddler,thequeendisguisedpeddler,Snow White and the Seven Dwarfs,
The Queen - Diviner,thequeendiviner,Snow White and the Seven Dwarfs,
The Queen - Fairest of All,thequeenfairestofall,Snow White and the Seven Dwarfs,
The Queen - Hateful Rival,thequeenhatefulrival,Snow White and the Seven Dwarfs,
The Queen - Mirror Seeker,thequeenmirrorseeker,Snow White and the Seven Dwarfs,
The Queen - Regal Monarch,thequeenregalmonarch,Snow White and the Seven Dwarfs,
The Queen - Wicked and Vain,thequeenwickedandvain,Snow White and the Seven Dwarfs,
The Queen's Castle - Mirror Chamber,thequeenscastlemirrorchamber,Snow White and the Seven Dwarfs,
Airfoil,airfoil,TaleSpin,
Baloo - von Bruinwald XIII,baloovonbruinwaldxiii,TaleSpin,
Don Karnage - Prince of Pirates,donkarnageprinceofpirates,TaleSpin,
King Louie - Bandleader,kinglouiebandleader,TaleSpin,
Kit Cloudkicker - Navigator,kitcloudkickernavigator,TaleSpin,
Kit Cloudkicker - Spunky Bear Cub,kitcloudkickerspunkybearcub,TaleSpin,
Kit Cloudkicker - Tough Guy,kitcloudkickertoughguy,TaleSpin,
Quick Patch,quickpatch,TaleSpin,
Thaddeus E. Klang - Metallic Leader,thaddeuseklangmetallicleader,TaleSpin,
Wildcat - Mechanic,wildcatmechanic,TaleSpin,
Wildcat's Wrench,wildcatswrench,TaleSpin,
Brawl,brawl,Tangled,
Flynn Rider - Charming Rogue,flynnridercharmingrogue,Tangled,
Flynn Rider - Confident Vagabond,flynnriderconfidentvagabond,Tangled,
Flynn Rider - Frenemy,flynnriderfrenemy,Tangled,
Flynn Rider - His Own Biggest Fan,flynnriderhisownbiggestfan,Tangled,
Frying Pan,fryingpan,Tangled,
Gunther - Interior Designer,guntherinteriordesigner,Tangled,
Heal What Has Been Hurt,healwhathasbeenhurt,Tangled,
Healing Glow,healingglow,Tangled,
I've Got a Dream,ivegotadream,Tangled,
Lantern,lantern,Tangled,
Magic Golden Flower,magicgoldenflower,Tangled,
Maximus - Palace Horse,maximuspalacehorse,Tangled,
Maximus - Relentless Pursuer,maximusrelentlesspursuer,Tangled,
Maximus - Team Champion,maximusteamchampion,Tangled,
Mother Gothel - Conceited Manipulator,mothergothelconceitedmanipulator,Tangled,
Mother Gothel - Selfish Manipulator,mothergothelselfishmanipulator,Tangled,
Mother Gothel - Unwavering Schemer,mothergothelunwaveringschemer,Tangled,
Mother Gothel - Withered and Wicked,mothergothelwitheredandwicked,Tangled,
Mother Knows Best,motherknowsbest,Tangled,
Pascal - Inquisitive Pet,pascalinquisitivepet,Tangled,
Pascal - Rapunzel's Companion,pascalrapunzelscompanion,Tangled,
Rapunzel - Appreciative Artist,rapunzelappreciativeartist,Tangled,
Rapunzel - Gifted Artist,rapunzelgiftedartist,Tangled,
Rapunzel - Gifted with Healing,rapunzelgiftedwithhealing,Tangled,
Rapunzel - Letting Down Her Hair,rapunzellettingdownherhair,Tangled,
Rapunzel - Sunshine,rapunzelsunshine,Tangled,
Rapunzel's Tower - Secluded Prison,rapunzelstowersecludedprison,Tangled,
Revive,revive,Tangled,
Snuggly Duckling - Disreputable Pub,snugglyducklingdisreputablepub,Tangled,
Tangle,tangle,Tangled,
Tor - Florist,torflorist,Tangled,
Ulf - Mime,ulfmime,Tangled,
When Will My Life Begin?,whenwillmylifebegin?,Tangled,
All Funned Out,allfunnedout,The Emperor's New Groove,
Bucky - Squirrel Squeak Tutor,buckysquirrelsqueaktutor,The Emperor's New Groove,
Chaca - Impressive Daughter,chacaimpressivedaughter,The Emperor's New Groove,
Chicha - Dedicated Mother,chichadedicatedmother,The Emperor's New Groove,
Kronk - Head of Security,kronkheadofsecurity,The Emperor's New Groove,
Kronk - Junior Chipmunk,kronkjuniorchipmunk,The Emperor's New Groove,
Kronk - Right-Hand Man,kronkrighthandman,The Emperor's New Groove,
Kronk - Unlicensed Investigator,kronkunlicensedinvestigator,The Emperor's New Groove,
Kuzco - Selfish Emperor,kuzcoselfishemperor,The Emperor's New Groove,
Kuzco - Temperamental Emperor,kuzcotemperamentalemperor,The Emperor's New Groove,
Kuzco - Wanted Llama,kuzcowantedllama,The Emperor's New Groove,
Kuzco's Palace - Home of the Emperor,kuzcospalacehomeoftheemperor,The Emperor's New Groove,
Pacha - Emperor's Guide,pachaemperorsguide,The Emperor's New Groove,
Pacha - Village Leader,pachavillageleader,The Emperor's New Groove,
Pack Tactics,packtactics,The Emperor's New Groove,
Ransack,ransack,The Emperor's New Groove,
Royal Guard - Bovine Protector,royalguardbovineprotector,The Emperor's New Groove,
Rudy - Groove Disrupter,rudygroovedisrupter,The Emperor's New Groove,
Tipo - Growing Son,tipogrowingson,The Emperor's New Groove,
Tropical Rainforest - Jaguar Lair,tropicalrainforestjaguarlair,The Emperor's New Groove,
Work Together,worktogether,The Emperor's New Groove,
Yzma - Alchemist,yzmaalchemist,The Emperor's New Groove,
Yzma - Conniving Chemist,yzmaconnivingchemist,The Emperor's New Groove,
Yzma - Scary Beyond All Reason,yzmascarybeyondallreason,The Emperor's New Groove,
Yzma - Unjustly Treated,yzmaunjustlytreated,The Emperor's New Groove,
Yzma - Without Beauty Sleep,yzmawithoutbeautysleep,The Emperor's New Groove,
Basil - Disguised Detective,basildisguiseddetective,The Great Mouse Detective,
Basil - Great Mouse Detective,basilgreatmousedetective,The Great Mouse Detective,
Basil - Hypnotized Mouse,basilhypnotizedmouse,The Great Mouse Detective,
Basil - Of Baker Street,basilofbakerstreet,The Great Mouse Detective,
Basil - Perceptive Investigator,basilperceptiveinvestigator,The Great Mouse Detective,
Basil - Practiced Detective,basilpracticeddetective,The Great Mouse Detective,
Basil's Magnifying Glass,basilsmagnifyingglass,The Great Mouse Detective,
Dawson - Basil's Assistant,dawsonbasilsassistant,The Great Mouse Detective,
Dinner Bell,dinnerbell,The Great Mouse Detective,
Felicia - Always Hungry,feliciaalwayshungry,The Great Mouse Detective,
Fidget - Ratigan's Henchman,fidgetratiganshenchman,The Great Mouse Detective,
Hiram Flaversham - Intrigued Inventor,hiramflavershamintriguedinventor,The Great Mouse Detective,
Hiram Flaversham - Toymaker,hiramflavershamtoymaker,The Great Mouse Detective,
Hypnotic Deduction,hypnoticdeduction,The Great Mouse Detective,
Mouse Armor,mousearmor,The Great Mouse Detective,
Mrs. Judson - Housekeeper,mrsjudsonhousekeeper,The Great Mouse Detective,
Olivia Flaversham - The Toymaker's Daughter,oliviaflavershamthetoymakersdaughter,The Great Mouse Detective,
Ratigan - Criminal Mastermind,ratigancriminalmastermind,The Great Mouse Detective,
Ratigan - Party Crasher,ratiganpartycrasher,The Great Mouse Detective,
Ratigan - Raging Rat,ratiganragingrat,The Great Mouse Detective,
Ratigan - Very Large Mouse,ratiganverylargemouse,The Great Mouse Detective,
Ratigan's Marvelous Trap,ratigansmarveloustrap,The Great Mouse Detective,
Ratigan's Party - Seedy Back Room,ratiganspartyseedybackroom,The Great Mouse Detective,
Ring the Bell,ringthebell,The Great Mouse Detective,
The Most Diabolical Scheme,themostdiabolicalscheme,The Great Mouse Detective,
What Did You Call Me?,whatdidyoucallme?,The Great Mouse Detective,
World's Greatest Criminal Mind,worldsgreatestcriminalmind,The Great Mouse Detective,
Banzai - Gluttonous Predator,banzaigluttonouspredator,The Lion King,
Banzai - Taunting Hyena,banzaitauntinghyena,The Lion King,
Be King Undisputed,bekingundisputed,The Lion King,
Be Prepared,beprepared,The Lion King,
Ed - Hysterical Partygoer,edhystericalpartygoer,The Lion King,
Ed - Laughing Hyena,edlaughinghyena,The Lion King,
Evil Comes Prepared,evilcomesprepared,The Lion King,
Hakuna Matata,hakunamatata,The Lion King,
Mufasa - Betrayed Leader,mufasabetrayedleader,The Lion King,
Mufasa - Champion of the Pride Lands,mufasachampionofthepridelands,The Lion King,
Mufasa - King of the Pride Lands,mufasakingofthepridelands,The Lion King,
Mufasa - Ruler of Pride Rock,mufasarulerofpriderock,The Lion King,
Nala - Fierce Friend,nalafiercefriend,The Lion King,
Nala - Mischievous Cub,nalamischievouscub,The Lion King,
Pride Lands - Jungle Oasis,pridelandsjungleoasis,The Lion King,
Pride Lands - Pride Rock,pridelandspriderock,The Lion King,
Pumbaa - Friendly Warthog,pumbaafriendlywarthog,The Lion King,
Rafiki - Ethereal Guide,rafikietherealguide,The Lion King,
Rafiki - Mysterious Sage,rafikimysterioussage,The Lion King,
Rafiki - Mystical Fighter,rafikimysticalfighter,The Lion King,
Rafiki - Shaman Duelist,rafikishamanduelist,The Lion King,
Rafiki - Shaman of the Savanna,rafikishamanofthesavanna,The Lion King,
Remember Who You Are,rememberwhoyouare,The Lion King,
Scar - Betrayer,scarbetrayer,The Lion King,
Scar - Fiery Usurper,scarfieryusurper,The Lion King,
Scar - Heartless Hunter,scarheartlesshunter,The Lion King,
Scar - Mastermind,scarmastermind,The Lion King,
Scar - Shameless Firebrand,scarshamelessfirebrand,The Lion King,
Scar - Tempestuous Lion,scartempestuouslion,The Lion King,
Scar - Vengeful Lion,scarvengefullion,The Lion King,
Scar - Vicious Cheater,scarviciouscheater,The Lion King,
Shenzi - Head Hyena,shenziheadhyena,The Lion King,
Shenzi - Hyena Pack Leader,shenzihyenapackleader,The Lion King,
Shenzi - Scar's Accomplice,shenziscarsaccomplice,The Lion King,
Simba - Adventurous Successor,simbaadventuroussuccessor,The Lion King,
Simba - Fighting Prince,simbafightingprince,The Lion King,
Simba - Future King,simbafutureking,The Lion King,
Simba - Happy-Go-Lucky,simbahappygolucky,The Lion King,
Simba - Lost Prince,simbalostprince,The Lion King,
Simba - Pride Protector,simbaprideprotector,The Lion King,
Simba - Protective Cub,simbaprotectivecub,The Lion King,
Simba - Returned King,simbareturnedking,The Lion King,
Simba - Rightful Heir,simbarightfulheir,The Lion King,
Simba - Rightful King,simbarightfulking,The Lion King,
Simba - Scrappy Cub,simbascrappycub,The Lion King,
Simba - Son of Mufasa,simbasonofmufasa,The Lion King,
Stampede,stampede,The Lion King,
Teeth and Ambitions,teethandambitions,The Lion King,
Timon - Grub Rustler,timongrubrustler,The Lion King,
Unfortunate Situation,unfortunatesituation,The Lion King,
Vicious Betrayal,viciousbetrayal,The Lion King,
You Have Forgotten Me,youhaveforgottenme,The Lion King,
Zazu - Advisor to Mufasa,zazuadvisortomufasa,The Lion King,
Zazu - Steward of the Pride Lands,zazustewardofthepridelands,The Lion King,
Ariel - Adventurous Collector,arieladventurouscollector,The Little Mermaid,
Ariel - Determined Mermaid,arieldeterminedmermaid,The Little Mermaid,
Ariel - On Human Legs,arielonhumanlegs,The Little Mermaid,
Ariel - Singing Mermaid,arielsingingmermaid,The Little Mermaid,
Ariel - Sonic Warrior,arielsonicwarrior,The Little Mermaid,
Ariel - Spectacular Singer,arielspectacularsinger,The Little Mermaid,
Ariel - Treasure Collector,arieltreasurecollector,The Little Mermaid,
Ariel - Whoseit Collector,arielwhoseitcollector,The Little Mermaid,
Ariel's Grotto - A Secret Place,arielsgrottoasecretplace,The Little Mermaid,
Atlantica - Concert Hall,atlanticaconcerthall,The Little Mermaid,
Binding Contract,bindingcontract,The Little Mermaid,
Cursed Merfolk - Ursula's Handiwork,cursedmerfolkursulashandiwork,The Little Mermaid,
Dinglehopper,dinglehopper,The Little Mermaid,
Fishbone Quill,fishbonequill,The Little Mermaid,
Flotsam - Riffraff,flotsamriffraff,The Little Mermaid,
"Flotsam - Ursula's ""Baby""",flotsamursulasbaby,The Little Mermaid,
Flotsam - Ursula's Spy,flotsamursulasspy,The Little Mermaid,
Flotsam & Jetsam - Entangling Eels,flotsam&jetsamentanglingeels,The Little Mermaid,
Flounder - Collector's Companion,floundercollectorscompanion,The Little Mermaid,
Flounder - Voice of Reason,floundervoiceofreason,The Little Mermaid,
Hidden Cove - Tranquil Haven,hiddencovetranquilhaven,The Little Mermaid,
Jetsam - Riffraff,jetsamriffraff,The Little Mermaid,
"Jetsam - Ursula's ""Baby""",jetsamursulasbaby,The Little Mermaid,
Jetsam - Ursula's Spy,jetsamursulasspy,The Little Mermaid,
Max - Loyal Sheepdog,maxloyalsheepdog,The Little Mermaid,
Part of Your World,partofyourworld,The Little Mermaid,
Poor Unfortunate Souls,poorunfortunatesouls,The Little Mermaid,
Prince Eric - Dashing and Brave,princeericdashingandbrave,The Little Mermaid,
Prince Eric - Expert Helmsman,princeericexperthelmsman,The Little Mermaid,
Prince Eric - Seafaring Prince,princeericseafaringprince,The Little Mermaid,
Prince Eric - Ursula's Groom,princeericursulasgroom,The Little Mermaid,
Scuttle - Expert on Humans,scuttleexpertonhumans,The Little Mermaid,
Sebastian - Court Composer,sebastiancourtcomposer,The Little Mermaid,
Sign The Scroll,signthescroll,The Little Mermaid,
Signed Contract,signedcontract,The Little Mermaid,
The Boss Is On A Roll,thebossisonaroll,The Little Mermaid,
Treasures Untold,treasuresuntold,The Little Mermaid,
Triton - Champion of Atlantica,tritonchampionofatlantica,The Little Mermaid,
Triton - Discerning King,tritondiscerningking,The Little Mermaid,
Triton - The Sea King,tritontheseaking,The Little Mermaid,
Triton - Young Prince,tritonyoungprince,The Little Mermaid,
Triton's Decree,tritonsdecree,The Little Mermaid,
Triton's Trident,tritonstrident,The Little Mermaid,
Under The Sea,underthesea,The Little Mermaid,
Ursula - Deceiver,ursuladeceiver,The Little Mermaid,
Ursula - Deceiver of All,ursuladeceiverofall,The Little Mermaid,
Ursula - Eric's Bride,ursulaericsbride,The Little Mermaid,
Ursula - Mad Sea Witch,ursulamadseawitch,The Little Mermaid,
Ursula - Power Hungry,ursulapowerhungry,The Little Mermaid,
Ursula - Sea Witch,ursulaseawitch,The Little Mermaid,
Ursula - Sea Witch Queen,ursulaseawitchqueen,The Little Mermaid,
Ursula - Vanessa,ursulavanessa,The Little Mermaid,
Ursula's Cauldron,ursulascauldron,The Little Mermaid,
Ursula's Garden - Full of the Unfortunate,ursulasgardenfulloftheunfortunate,The Little Mermaid,
Ursula's Lair - Eye of the Storm,ursulaslaireyeofthestorm,The Little Mermaid,
Ursula's Plan,ursulasplan,The Little Mermaid,
Ursula's Shell Necklace,ursulasshellnecklace,The Little Mermaid,
Ursula's Trickery,ursulastrickery,The Little Mermaid,
Dig A Little Deeper,digalittledeeper,The Princess and the Frog,
Dr. Facilier - Agent Provocateur,drfacilieragentprovocateur,The Princess and the Frog,
Dr. Facilier - Charlatan,drfaciliercharlatan,The Princess and the Frog,
Dr. Facilier - Fortune Teller,drfacilierfortuneteller,The Princess and the Frog,
Dr. Facilier - Remarkable Gentleman,drfacilierremarkablegentleman,The Princess and the Frog,
Dr. Facilier - Savvy Opportunist,drfaciliersavvyopportunist,The Princess and the Frog,
Dr. Facilier's Cards,drfacilierscards,The Princess and the Frog,
Eli La Bouff - Big Daddy,elilabouffbigdaddy,The Princess and the Frog,
Eudora - Accomplished Seamstress,eudoraaccomplishedseamstress,The Princess and the Frog,
Friends on the Other Side,friendsontheotherside,The Princess and the Frog,
Gumbo Pot,gumbopot,The Princess and the Frog,
James - Role Model,jamesrolemodel,The Princess and the Frog,
Juju - Mama Odie's Companion,jujumamaodiescompanion,The Princess and the Frog,
Lawrence - Jealous Manservant,lawrencejealousmanservant,The Princess and the Frog,
Making Magic,makingmagic,The Princess and the Frog,
Mama Odie - Mystical Maven,mamaodiemysticalmaven,The Princess and the Frog,
Mama Odie - Solitary Sage,mamaodiesolitarysage,The Princess and the Frog,
Mama Odie - Voice of Wisdom,mamaodievoiceofwisdom,The Princess and the Frog,
Mystical Tree - Mama Odie's Home,mysticaltreemamaodieshome,The Princess and the Frog,
Naveen's Ukulele,naveensukulele,The Princess and the Frog,
Prince Naveen - Carefree Explorer,princenaveencarefreeexplorer,The Princess and the Frog,
Prince Naveen - Penniless Royal,princenaveenpennilessroyal,The Princess and the Frog,
Prince Naveen - Ukulele Player,princenaveenukuleleplayer,The Princess and the Frog,
Prince Naveen - Vigilant First Mate,princenaveenvigilantfirstmate,The Princess and the Frog,
Ray - Easygoing Firefly,rayeasygoingfirefly,The Princess and the Frog,
The Bayou - Mysterious Swamp,thebayoumysteriousswamp,The Princess and the Frog,
Tiana - Celebrating Princess,tianacelebratingprincess,The Princess and the Frog,
Tiana - Diligent Waitress,tianadiligentwaitress,The Princess and the Frog,
Tiana - Restaurant Owner,tianarestaurantowner,The Princess and the Frog,
Tiana - True Princess,tianatrueprincess,The Princess and the Frog,
Tiana's Palace - Jazz Restaurant,tianaspalacejazzrestaurant,The Princess and the Frog,
Bernard - Brand-New Agent,bernardbrandnewagent,The Rescuers,
Boss's Orders,bosssorders,The Rescuers,
Madame Medusa - The Boss,madamemedusatheboss,The Rescuers,
Miss Bianca - Rescue Aid Society Agent,missbiancarescueaidsocietyagent,The Rescuers,
Mr. Snoops - Inept Businessman,mrsnoopsineptbusinessman,The Rescuers,
Orville - Ace Pilot,orvilleacepilot,The Rescuers,
Rufus - Orphanage Cat,rufusorphanagecat,The Rescuers,
Sardine Can,sardinecan,The Rescuers,
Archimedes - Electrified Owl,archimedeselectrifiedowl,The Sword in the Stone,
Archimedes - Exasperated Owl,archimedesexasperatedowl,The Sword in the Stone,
Archimedes - Highly Educated Owl,archimedeshighlyeducatedowl,The Sword in the Stone,
Arthur - King Victorious,arthurkingvictorious,The Sword in the Stone,
Arthur - Novice Sparrow,arthurnovicesparrow,The Sword in the Stone,
Arthur - Trained Swordsman,arthurtrainedswordsman,The Sword in the Stone,
Arthur - Wart,arthurwart,The Sword in the Stone,
Arthur - Wizard's Apprentice,arthurwizardsapprentice,The Sword in the Stone,
Befuddle,befuddle,The Sword in the Stone,
Develop Your Brain,developyourbrain,The Sword in the Stone,
Gathering Knowledge And Wisdom,gatheringknowledgeandwisdom,The Sword in the Stone,
Gruesome and Grim,gruesomeandgrim,The Sword in the Stone,
Legend of the Sword in the Stone,legendoftheswordinthestone,The Sword in the Stone,
Madam Mim - Elephant,madammimelephant,The Sword in the Stone,
Madam Mim - Fox,madammimfox,The Sword in the Stone,
Madam Mim - Purple Dragon,madammimpurpledragon,The Sword in the Stone,
Madam Mim - Rival of Merlin,madammimrivalofmerlin,The Sword in the Stone,
Madam Mim - Snake,madammimsnake,The Sword in the Stone,
Madam Mim - Tiny Adversary,madammimtinyadversary,The Sword in the Stone,
Madam Mim - Truly Marvelous,madammimtrulymarvelous,The Sword in the Stone,
Merlin - Back from Bermuda,merlinbackfrombermuda,The Sword in the Stone,
Merlin - Crab,merlincrab,The Sword in the Stone,
Merlin - Goat,merlingoat,The Sword in the Stone,
Merlin - Intellectual Visionary,merlinintellectualvisionary,The Sword in the Stone,
Merlin - Rabbit,merlinrabbit,The Sword in the Stone,
Merlin - Self-Appointed Mentor,merlinselfappointedmentor,The Sword in the Stone,
Merlin - Shapeshifter,merlinshapeshifter,The Sword in the Stone,
Merlin - Squirrel,merlinsquirrel,The Sword in the Stone,
Merlin - Turtle,merlinturtle,The Sword in the Stone,
Merlin's Carpetbag,merlinscarpetbag,The Sword in the Stone,
Merlin's Cottage - The Wizard's Home,merlinscottagethewizardshome,The Sword in the Stone,
Plate Armor,platearmor,The Sword in the Stone,
Sir Ector - Castle Lord,sirectorcastlelord,The Sword in the Stone,
Sword in the Stone,swordinthestone,The Sword in the Stone,
The Sword Released,theswordreleased,The Sword in the Stone,
Vision of the Future,visionofthefuture,The Sword in the Stone,
B.E.N. - Eccentric Robot,beneccentricrobot,Treasure Planet,
Ba-boom!,baboom!,Treasure Planet,
Billy Bones - Keeper of the Map,billyboneskeeperofthemap,Treasure Planet,
Billy Bones - Space Sailor,billybonesspacesailor,Treasure Planet,
Captain Amelia - Commander of the Legacy,captainameliacommanderofthelegacy,Treasure Planet,
Captain Amelia - First In Command,captainameliafirstincommand,Treasure Planet,
Dr. Delbert Doppler - Fussy Astronomer,drdelbertdopplerfussyastronomer,Treasure Planet,
I'm Still Here,imstillhere,Treasure Planet,
Jim Hawkins - Honorable Pirate,jimhawkinshonorablepirate,Treasure Planet,
Jim Hawkins - Rigging Specialist,jimhawkinsriggingspecialist,Treasure Planet,
